,내용,별점
10,원래 사용하던 제품인데 양가부모님들 쓰고싶다고 하셔서 추가로 개 구매했습니다 성능이나 기능면은 흠잡을게 없구요 도 엄청 빨랐습니다 아 줄이 원래검은색으로 하나 따라오니 추가줄은 다른색으로 구매하시길 추천드려요,5
11,주부에겐 최애템이예요전화올때 알려주고 아이나 다른 가족을 깨우지않고 일어나 집안일 하고출퇴근 시간 알려주고아이 영어발레피아노시간 알려주고 얘없음 생활이 안되요 해수욕장 탈의실에서 분실하고 또 사는거네요 ,5
12,어머니께서 만보기 사고싶다고 주문해달라고 하셔서 미밴드 구입미밴드가 새로 나오긴했지만 굳이 최신상품이 필요없어서 로 구입했어요저도 쓰고 있는 거라 기능 성능 말할것도 없고저렴하고 빨리 오는 업체 찾아서 여기에서 구입했어요만족합니다,5
13,시계필요 잠을 잘못자고 있는것같아 수면패턴나온다하여 구매했습니다 만보기 기능에 심박수 알람까지 이가격에 다양한 성능이라 생각됩니다 다른 스마트워치보다 가격면에서 차이가 크죠  전화나 문자 카톡 등 평소에 연락 잘못받았는데 손목에 진동으로 알려줍니다 고가의 제품들은 더 고성능 일지 모르겠지만 이가격으로 충분한 메리트 있는 제품이라 생각됩니다 만보기 필요하시다는 어머님께 하나 또 사서 선물해드렸어요,5
14,핸드폰 만보기 쓰다가 귀찮아서 이제품 구입했어요만보기 기능만 잘되도 좋겠다 싶었는데 다른 기능들이 많네요평소 시계같은거 갑갑해서 못차는데 가볍고 손목에 착붙어서 불편하지않아요 카톡이나 전화알림되서 너무 편하고 수면패턴도 확인할수 있어 좋네요시계기능도 있구요완전 만족합니다다만 만보기 기능이 가끔 잘안먹히는거 같네요주머니 손넣고 걸을때나 마트에서 카트끌고 걸을때 같은 경우요그것빼고는 운동 동기부여도 되고 좋은거 같습니다가격도 싸구요,5
15,여러기능이 있어서 놀랬어요사용설명서도 안주셔서 전화해서받고언니꺼 다시시켰는데 꼭 동봉해서 설명서보내주신다더니안보내셨더라구요 핸드폰어플연동되는거 받아보고서야 알았는데살때 대강보구산거죠아직하진않음그래서 시계가 안맞나싶고 십몇분빠르더라구요그냥 손목에차고 다니려고 샀어요티비에서 연애인이 만보기차고 나온거보고나도 손목에차는걸 알게되서 그냥산건데 기능이많네요  ,5
16, 원래 사용하던 제품인데  양가부모님들께서 써보고 싶다 하셔서 추가로 개 구매했습니다  성능이나 기능은 좋다는걸 원래 알고 있었구요 이 정말 빠르네요   참고로 다른색 줄을 추가 구매하실 분들은 원래 검은색이 제공되니 다른걸로 주문하세요 ,5
17,사실 꼭 필요하다기 보다는 너무 궁금해서 구매했는데 이제는 없으면 안될것 같아요수면시 얕은잠 깊은잠을 몇시간씩 잤는지 알려주는게 너무 유용합니다수면시간은 긴데 늘 피곤한 이유가 깊은수면시간이 적어서 그렇다는것도 알게 되었어요그리고 만보기 저는 제가 걷는량이 이렇게 적은줄 미쳐 몰랐네요퇴근시 걸음수를 보고 적으면 의식적으로라도 한바퀴 돌고 가니 그나마 운동한 기분입니다또한 사무실에서 일하는 중에도 한시간동안 움직임이 없으면 진동을 주니 화장실을 가든 바람을 쐬든 예전보다 더 움직여서 좋아요배터리도 지금 일동안 사용중인데 아직 프로네요전화도 평소에는 진동이여서 잘 못받았는데 이제는 손목에서 진동이 울리니 핸드폰 진동을 못느껴서 못받는 경우는 절대 없습니다 짱 좋아요 고장날때까지 차고 다닐꺼에요그러나 저는 여분의 스트랩도 구매를 했는데얘는 아주 별로입니다같이 동봉된 검은 밴드는 약간 실리콘같은 느낌에 너무 부드러워서 차고있다는 느낌도 없는 반면에추가로 구매한 파랑밴드는 올때부터 찌그러진채로 와서 코어가 안들어가구요 밴드를 차보려고 구멍에 채워져있는 것을 풀어보려고 하는데 절대 안빠져서 온 그대로 방치중입니다 재질도 정품과는 달리 그냥 플라스틱이라 너무 딱딱하네요 정품만 사세요 여분스트랩은 정말 아닙니다,5
18,같은 화사인지 정확히는 모르겠지만 아마도 같은 회사같아요제가 전에 구매했다가 파손이데서 이번에 재구매했는데지난번에 구매했을때 일단 밴드 스트랩이 부드럽고 팔에 부담이 덜했는데 이번거는 리필용으로 구매햤을때처럼 딱딱하내요그리고 기계또한 지난번 알림 진동은 쎄게와서 자다가 끌정도였는데 지금것은 진동도 약합니다 그냥 제 느낌일수가 있는데 무튼 먼가 품질이 떨어진듯한 기분이네요 작동에는 문제가 없습니다,5
19, 기본 자 이상 작성시 P 즉시지급 이미지 등록시 P 즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요기존에 쓰던거라 재구매 입니다가성비 대비 만족입니다,5
20,샤오미 미밴드 사용이 매우 쉽습니다  샤오미 회원가입이 좀 번거롭고 마음이 찝찝한 점만 빼면 다 만족스럽습니다  일단 가볍구요 미밴드 구입안한 이유가 이 무게와 더 커다라진 알림창이 부담스러워서였거든요  GPS는 끌리지만요 밴드 본연의 목적을 잃은것 같은 느낌이랄까 그런점에서 미밴드가 딱 적절했어요 실제 받아보니 그 생각이 옳았구요   다만 단품으로 구매한 빨강색밴드는 최악입니다 이거 돈주고 다른분들은 사지 마세요 본체와 함께  들어가 있는 검정색 고무밴드와 퀄리티 차이가 너무 심하게 납니다 그냥 원짜리  핸드폰 실리콘 케이스 있죠 그런 퀄리티 생각하시면 되요 색깔도 살짝 투명한 빨강색느낌 밴드는 사지 마세요 최악,5
21,가성비 좋아요 디자인도 괜챃고 만얼마에 이정도면 좋습니다  싸구려 같지않고 마감도 괞찮아요  시계가 시간 켜지는게 아니라 버튼누르거나 손목돌렸을때만 켜지는대 모션인식이 굼떠서 왼손에 차고있으면 오른손으로 버튼을 눌러서 시간 확인하게되네요 아무래도 구형이라서 그런거같습니다 그거 외에는 무게도 가볍고 배터리도 일주일이상 넉넉하게 갑니다  만보계겸 반쪽짜리 시계로 쓰지면 괞찮습니다 그렇게 스마트한 시계는 아니라 그외에는 좀 애로사항이 꽃핍니다  음악 넘기고 하는기능도 서브파티 앱을 쓰면되긴하는대 솔직히 불편합니다,5
22,빠른 도 좋고 기능도 좋네요 기본 자 이상 작성시 P 즉시지급 이미지 등록시 P 즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요,5
23,은 정말 빠르게 왔습니다 완충시키고 동기화 안된 상태에서 시간제외하고는 걸음수와 심박수도 잘 체크되었습니다문제는 어플과 연동이었는데 s유물폰 사용 중인데 어플 설치와 미홈 계정생성까지는 문제 없었으나 미피트 계정생성이 전혀 되질 않고 위치 설정에서 한국선택후 다음 버튼 누르면 먹통이 되는것이었습니다미핏 어플이 업뎃후 로그인이 실패된다는 플레이 스토어 리뷰글 보고 단순 어플 문제인가 싶었는데 혹시나 이 유물폰때문인가 해서 노트로 미피트 설치하고 샤오미계정으로 미피트계정생성하니 잘만 생성되는것이었습니다미밴드와 연동도 하고난후 다시 연결해제하고 계정이 일단 생성되었으니 갤도 미피트 로그인이 되더군요여차저차해서 우여곡절끝에 미밴드와 갤이 잘 연동됐습니다 승질나서 조만간 폰 교체해야겠습니다참고로 손목이 저엉말 얇은 편인데 안쪽 끝 홈에 채워두면 많이 헐겁지 않습니다 가성비 좋습니다,5
24,처음에는 좀 밴드 고리 넣기가 좀 뻑뻑했는데 지금은  부드럽게 잘 들어갑니다  빠지지는 않구요  간단한 기능만을 원했는데 시간이나  만보계 심박동 등 간단한 것을 측정하기에 아주 좋습니다 밝은곳에서는 시간이 잘 안보이고   글씨가 좀더 크게 조절이 되면 좋겠다는 바람은 있습니다 그외에는 운동하거나 일상생활할때 아주 만족하면서 사용중입니다 완전 충전하면  일주일이상 사용가능해서 아주 좋습니다,5
25,건강을 위해서 샀는데 주변 지인들한테도 반응이 좋아서 대리 구매해 주고 있네용반응이 너무 좋아요 수면체크도 할 수 있고 만보계 기능에 여러가지 운동도 체크해 줘서 너무 잘 쓰고 있습니다   정말 비싼 스마트워치 못지 않아요,5
26,은 주말 껴서 주문한거라 뺀다면 일 정도 소요 됐고 포장은 뽁뽁이 같은걸로 하진 않았지만 원래 케이스가 단단해 보여 이상 없이 잘 받았습니다밴드는 중량이 가벼워 착용감은 좋고 미피트 어플 까는데 저처럼 부모님 선물 용도로 혹시나 조금은 구형폰이라면 약간 번거로움이 있긴 하지만 못하진 않습니다  뭐 워낙 산 분들이 많이 계시고 사용후기도 많으면서 검증이 된 제품이라 다른 분들께도 제품 추천 할만 합니다,5
27, 원래 사용하던 제품인데 양가 부모님께서 사용하고 싶어하셔서 개 구매합니다  기능이나 제품은 더 말할 나위없구요 은 정말 빠르네요  아 다른 색상의 줄을 추가 구매하시려면 검은색은 기본 제공이니 참고하세요  ,5
28,아는 동생이 쓰는 걸 보고 좋아보여서 구매했는데 역시나 좋아요 일단 휴대폰과 연동할 수 있다는 점이 가장 좋네요 제가 직업상 휴대폰을 무음으로 해두어야 하는데 이 때문에 애로사항이 많았거든요 그런데 미밴드 덕분에 연락 주고받기가 한결 수월해졌어요 덤으로 배터리도 오래가서 좋네요 풀 충전 후 나흘째 쓰고있는데 아직도 예요,5
29,근데 설명서는 보내주신대노코안보내주셨어요말씀 안드려도 당연히 보내주셔야하지만처음껀 그런다해도 이번껀 꼭보낸다하셨음보내주셔야되는거 아닌지요언니가 예민하지않아서 다행근데 만보기 걸음수가 잘맞는건지좀몰아서 올라가는 느낌같아서요그래도 없는것보단 나으니설명서는 또 저나하기 귀찮네요,5
30,스마트시계 몇개 구입해서 사용해 봤지만 불필요한 기능도 많고비싸고 거추장 스럽고 결국 사용안하거나 벽돌되거나 해서 전혀 생각하지 않다가 이번에는 시계 기능과 만보기 기능만 필요해서구입했는데 딱 맞는 제품이다가볍고 배터리 수명 오래간다 대략 일 이상 갈것 같다추천 ,5
31, 기본 자 이상 작성시 P 즉시지급 이미지 등록시 P 즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다다른 고객님들에게 유용한 상품 리뷰를 작성해주세요중간에 작동이 안되서 회 흔드니 정상 작동됩니다 참고하세요,5
32,생각보다 도 빨리되고 함께 주문한 추가밴드도 잘 도착했습니다미밴드 기다리다가 언제 나올지 몰라 밴드 주문했는데 전에 쓰던 미밴드에 비해 시계와 액정표시가 되는게 참 편리하고 좋네요 한번 충전하면 배터리도 꽤 오래가고 소소한 기능 업그레이드 된게 참 마음에 듭니다저는 아침 기상 알람용아이가 깨지 않고 저만 일어나게 하는과 시계용으로 쓰는데 너무 편리하네요다만 핸드폰 벨은 조금 늦게 진동이 와서 조금만 신경안쓰면 진동 느끼고나서 핸드폰 찾으면 이미 전화가 끊어져있는게 아쉽긴 하네요  많이 파세요,5
33,핸드폰의 만보기는 헬스장에서 쓸 수 없어서 만보기 되는 시계 찾다가 구매하게 되었습니다 구매 후에는 만보기보다 수면 상태 체크에 더 활용하고 있지만요 완충 후 약 주는 쓰는 것 같고 심박수 체크도 잘 됩니다 험하게 써도 방수도 되고 잘 견뎌줘서 마음에 들고요 본체보다 시계줄에 해당하는 밴드는 좀 불만족스럽습니다 기본 포함품인 블랙은 괜찮은데 추가로 구매한 다른 색들은 오염이 굉장히 빨리 되네요 만보기가 정확한 것도 마음에 듭니다,5
34,여러가지 밴드와 스마트워치 비교하다가 구매했습니다샤오미 이 나온다고 하는데 맘이 급해서해외에 다녀올 일이 있어서 미리 구매두 주간의 일정을 위해 배터리를 완충시킨 후 다녀왔는데 돌아와서도 가 남아 있는 저력휴대폰과 연결하여 원하는 장소에서 분정도 돌아다니면 구글지도 휴대폰에 다운 받지 않아도 미핏앱에 표시가 되어 귀국후에 미핏 열어보면 지도가 다운로드되면서 표시 편리함 기능 배터리 성능 대만족,5
35,네이버 검색하면 나오긴 하는데 공식 대리점이라서 메뉴얼이 없음에 놀라는 중충전중이구요 사진에는 괜챦아 보이는데 보호 필름이 너무 커서 떨어 지네요 보호필름은 다른 종류 파시는게 좋을 듯 합니당 파랑줄 기대 했는데 흰줄 왔더라구요  잘 사용 할께요,5
36,이 가격에 이런 밴드는 없죠 어플도 안정화 되어있고유용한 기기도 많구요 앞으로도 갤럭시가 작아자지 않으면 미밴드만 쓸듯해요  기본 자 이상 작성시 P 즉시지급 이미지 등록시 P 즉시 추가지급개당 상품 가격이 원 이하 상품은 적립대상에서 제외되며리뷰 포인트는 최초 회 작성시에만 지급됩니다같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요,5
37,초딩 딸내미 통화 부재중 방지용저는 단순 시계용으로 개 구입했습니다은 담날 로켓 굿입니다샤오미 미밴드이 나온다는 소식이 있지만단순 시계와 알림기능만 필요한분은 가성비짱인미밴드 추천 개취 디자인이 젤 맘에 들었습니다스트랩기본 순정 팔찌 스트랩의 경우 아이 손목은 물론저같이 팔목굵은 남성도 착용 가능할정도로충분합니다 실리콘 재질이라 시간이 지나거나뜨거운 여름철에는 헐거워지려나요부들부들 느낌이 좋고 먼지가 많이 붙어요 충전 밴드에서 분리 별도 충전기를사용해야 한다는게 번거롭긴 하겠네요 완충시 주정도 간다는데 이부분은 정말 칭찬꾹생활방수무엇보다 IP방수성능으로 일상생활땀  비오는날씨에도 걱정부담이 적을듯어플mifit 어플도 직관적으로 심플해서사용하기 편하네요 초보자도 쉽게 접근가능얼마나 정확할지는 앞으로 지켜봐야맨처음 개봉하면방전상태이니 충전하셔야합니다아 한글설명서 감사합니다   삐삐차던 세대인데 세상많이 좋아졌네요 ,5
38,아이폰이랑 연동되는것도 좋네요잘 작동하고 오래 사용할것같아요 다만저 흰생밴드샀는데 까만거 뭐 뭍혀왔어요지우개로 지우니 지워졌긴한데 그래도  쫌 그래요그리고 필름은 잘 떨어지지가 않아서  어떻게 어떻게 하다가버렸어요,5
39,어플 잘 깔리고 사용도 잘됩니다블루투스 거리가 몇 미터까지 되는지 모르겠네요운동하려면 미터는 넘어야 하는데전원 버튼이 없는게 아쉽네요끼우고 뺄때 뒤로 넣으셔야 합니다메뉴얼이 한글 버전은 없네요A 용지에 복사한 것은 그림이 잘 안 보여요칼라복사로 하면 좋을 것 같습니다어플까는데는 큰 어려움이 없어요처음 밴드 구입하는데 어플 내용도 괜찮고 좋습니다시계 걸음수 심박수 칼로리 베터리상태 이렇게 체크할 수 있어서 가성비 짱입니다대룩의 두번째 실수 인정합니다 ,5
40,남친이랑 커플로 장만해서 완전 만족했고 잘쓰고 있었어요밴드 특성상 오래가지 않을 것 같아서 호환밴드를 몇개 샀거든요잘 알아보고 살걸 그랬나봐요 아님 랜덤인가전 멀쩡한데 남친껀 코어가 덜렁 빠져서 사라져버렸어요덕분에 미밴드 사러갑니다,5
41,남친이랑 커플로 장만해서 완전 만족했고 잘쓰고 있었어요밴드 특성상 오래가지 않을 것 같아서 호환밴드를 몇개 샀거든요잘 알아보고 살걸 그랬나봐요 아님 랜덤인가전 멀쩡한데 남친껀 코어가 덜렁 빠져서 사라져버렸어요덕분에 미밴드 사러갑니다,5
42,주위 동료가 사용하는 걸 보고 구매했는데 상당히 쓸만한 것 같습니다 특히 사용 전에는 몰랐던 수면패턴분석 및 수면수준을 알려주는 것은 상당히 유용한 정보라 생각됩니다 사용하는데 큰 불편 없으며 만족하며 이용하고 있습니다 ,5
43,최저가로 산거 같고요 미밴드가 나와서 관심이 있었는데 기능차이가 크지 않고 NFC기능이 별로 필요없어서 저렴하게 이용해보려고 미밴드를 샀습니다 아이폰과 연결이 잘 되진 않았지만 계속 시도하니까 연결이 되었고 이후로는 별도로 연결할 필요가 없어서 좋습니다운동을 할때 필요한 심박체크 걸음수 이동거리 정도에 시계보는 기능 정도면 충분할거 같고 가격 대비 충분한 기능과 성능이라서  대체로 만족합니다,5
44,미밴드가 나왔지만 아이폰은 한글이 안된다기에 나올때까지 기다릴까하다 가 저렴하고 디자인도 깔끔해서 그냥로샀는데 완전 만족해요 수면상태도 체크해주고 매일 만보걷기실천하고있는데 핸드폰으로만 했을때 보다 확실히 편하고 좋네요 운동하시는분이라면 꼭 사시길,5
45,진동으로 깨워준다길래 혹해서 사봤는데 덕분에 예전보단 잘일어납니다 하지만 밤새우고 나서 깊게 잠들면 진동이고 뭐고 모르고 자네요앉아있다가도 한시간 있다 알람오는 기능 좋아요 여러가지로 아주 잘산거같네요 배터리도 오래가고,5
46,집에서의 움직임이 어느 정도인지  체크하고 수면은 어떤 상태인지 컨디션이 나쁜 이유등을 살펴 보기에 매우 좋은 제품입니다 혈압까지 체크되면 더 좋겠어요 친구에게도 얘기해 줬더니 구입하고 싶어 했습니다건강 지킴이 필요한 나이 입니다,5
