,type,review,star
10,에어닷,가성비 갑입니다  작아서 케이스 채로 잃어버릴 수도 있겠다싶은거 뺴고는다 만족스럽습니다 블랙색상 좋아하시는 분들에게는 약간 단점일 수 있는데 저같은 경우는 화이트색상을 좋아하기 때문에이 부분도 딱히 단점은 안되는 것 같고요일단 제가 귓구멍이라고 해야되나요 그게 상당히 작은 편인데 이어캡이 여러개 있어서맞춤형으로 설정이 가능하네요 이어캡 작은걸로 끼우니까 잘 들어가서이런 세심한 배려 아주 마음에 들어용그리고 페어링 속도도 엄청 빨라서 꺼내자마자 거의 바로 음악이 틀어지는 수준기존에 쓰다가 잃어버린 거랑 비교했을 떄 확실히 성능차이가 느껴지네요음질차이도 좀 느껴지고요 괜히 저가형 샀다가 피봤는데 어느정도 돈은 줘야괜찮은 품질의 제품을 받을 수 있는 것 같네요일단 중국제는 별로 안좋아하는 편인데 어차피 저가형 이어폰들은 다 중국형이고그럴바에야 알려진 대기업 샤오미껄 사는게 낫다라고 생각해서 고른거구요다른 글에서도 봤지만 AS센터가 지역별로 좀 있다는게 큰 장점인 것 같네요그리고 충전속도도 꽤 빠른 것 같고 배터리 용량도 넉넉해서 저같은 경우는 하루 충전해놓으면이틀 외출없을 땐 일 정도 쓸 수 있는 것 같네욤단점은 케이블 선이 좀 짧아요 멀티탭에 많이 꼽혀있으면 좀 지져분해보여요그 외에 아직까지 별다른 단점은 못느낀거 같네욤,5
11,에어닷,엊그제 주문하고 어제 받았습니다 코로나때매 이 많이 늦어질 줄 알았는데금방 와서 좋네요 일단 물건을 구매할 때 좀 많이 신경쓰는 편이라 여기 리뷰는 물론 블로그 카페까지다 찾아가면서 진짜 샤오미 이어폰이 좋은지 샤오미 정품이 맞는지 찾아보고 구매를 했습니다얼굴을 안보고 구매하는 인터넷구매이니 만큼 한번 데이니까 많이 신중해져서요중국제품 가성비 좋다고 하면 죄다 샤오미 이름만 달고 들여오니 샤오미 정품확인은필수인 것 같아서 조회해봤는데 샤오미 에어닷은 샤오미 본사 제품이 맞더군요장점은 일단 페어링 속도가 빠르네요 기존에 쓰고 있던 QCY보다 한 배는 더 빠른 느낌입니다음질이랑 통화품질은 뭐 가격차이가 있으니 말할 것도 없이 샤오미쪽이 좋고 기타 인터페이스 및 사이즈 축소로 휴대성도 뛰어나서 가성비 좋은 블루투스 이어폰을 찾으신다면샤오미껄로 가는게 맞는 것 같네요다만 아무래도 중저가형 이어폰이다 보니 에어팟 혹은 버즈랑 비교하는건 좀 오바이지 않나 싶습니다 만약 그렇다면 너도나도 버즈 에어팟 안사고 샤오미껄 사겠지요그런거 감안하더라도 이 가격대에 이정도 퀄리티라면 상당히 괜찮은 편이고비싼 돈 주고 에어팟 버즈 살 여유없으시다면 당연히 샤오미껄로 가는게 나은 듯 합니다다만 단점은 블랙색상이 없다는 부분가 케이블이 좀 짧다는 부분요 두가지 정도가 좀 걸리긴 하지만 전체적으로 가격대비 상당히 만족합니다한달 더 써보고 다시 사용후기 남겨보겠습니다,5
12,에어닷,먼저 저는 음질에 예민한 성향이 아니기 때문에 어떤 이어폰이든 잘 써왔습니다 초창기 블루투스 이어폰이 페어링이 잘 안되던 제품이라 페어링만 잘 되면 된다는 입장이었습니다제품은 다른 리뷰에 언급된 것처럼 아주 작고 조약돌마냥 귀여워요 귓구멍 사이즈 제약 없이 쓸 수 있고요 시간 정도 완충 후 페어링하는데 진짜 완전 빨라요 끊김도 없고요 처음에만 살짝 울림 현상이 있었지만 초만에 정상 작동했어요음악도 잘 들리고 아주 만족스럽습니다 마스크쓰고 길거리에서 통화하는데 상대방이 아주 잘 들린다고 했습니다 근데 오토바이 시동 거는 소리듣고 상대방이 놀라서 전화 끊으라고 소리지르더라고요 무선 이어폰이라 어쩔 수 없는건데 통화할 때 조심해야될 것 같긴해요 그리고 터치가 아주 잘 먹습니다 노래 듣다가 귀 살짝 만졌는데 아주 스치기만 해도 노래가 정지됐습니다 예민하신 분들은 고려하세요 저는 미밴드 쓰고 있어서 볼륨조절이나 음악 건너뛰기 이런 불편은 전혀 없네요충전 케이블이 짧지만 모두들 안쓰는 케이블 집에들 널렸자나요 그러니 상관없을 듯 합니다저는 이 가격에 이 디자인 이 성능이라면 진짜 괜찮다고 생각합니다 고민은 을 늦출 뿐입니다 사세요,5
13,에어닷,원래 쓰던걸 잃어버리고 고민하다 일단 샀는데 미니미니하고 디자인도 심플한게 맘에 들더라고요 에어팟같은 디자인은 저는 귀가 아팠는데 그런게 아닌 고무같은거라 귀도 안아프고 귀에 쏙들어와서 걸리작거리지도 않고 너무 좋았어요 음질도 찢어지거나 지직거리는 것도 없고 음악듣거나 강의 들을때 끊김이 없었어요 제가 막귀정도는 아닌데 그래도 제 귀에 거슬리지않았던거면 괜찮은 제품인거같아요무엇보다 디자인이 너무 귀엽고 예뻐요 화이트 색상 찾고있었는데 딱 제스타일입니다 너무 마음에 들어서 온동네방네 추천하고싶네요 좋은 제품 많이 판매부탁드려요 ,5
14,에어닷,포장잘되서 잘 받았어요예전부터 에어팟살까 말까 엄청 말서여졌는데학생이라 용돈이 그렇게 넉넉한것도 아니고고민이 많이 됐었는데요계속 유선이어폰 쓰자니 불편하긴 하고최근에 운동을 시작하니까 하나 필요하긴 하더라고요그래서 열심히 찾다가 딱 적당한 금액대의샤오미 청춘팟 발견했네요 색상이 화이트라서깔끔하고 예뻐서 맘에들어요만원짜리라서 음질 큰기대 안했는데기대이상으로 좋아서 깜놀했어요통화할때도 잘들리고요 선없어서 완전 편해요인이어타입이라서 귀에 쏙 들어가고 오래 끼고 다녀도 안아파서 요즘에는 노래 안듣는데도그냥 끼고다녀요 터치로 작동하는 거라서버튼이 없는데 그것때문에 더 깔끔해 보여서디자인 완전 맘에들고요 AS도 년이라도 하니까안심이 되는 부분이에요처음 써보는 무선이라서 설명서 꼼꼼하게 읽어보고핸드폰에 연결했고요 처음에 연결만 잘해주면그다음부터는 자동페어링이 빠르게 잘되서만족스러웠어요 만원짜리도 시중에 많긴 한데요런건 음질도 별로라는 말도 많고통화할때 잡음이 많이 들리고 잘 끊긴다고 하더라고요저는 샤오미꺼 쓰고 끊기거나 안들린적은없어서 만원 보태서 이걸로 선택하길잘한거 같아요 친구들도 이쁘다고 어디서 샀냐고 한번씩 꼭 물어보더라고요그래서 맨날 여기서 샀다고 말하고다녀요이거 사길 잘한거 같아요,5
15,에어닷,다른 저렴한거 한번 써보시면 싼게 왜 싼지 딱 알 수 있는데이상하게 샤오미는 가격대비 성능이 확실히 보장되는 것 같네요그렇기 때문에 유명한걸 수도 있지만 말이죠일단 유선이어폰만 쭉 쓰다가 이번 기회에 처음 사본건데 확실히 마음에 드네요원래 제가 알기론 무선이 아무리 좋아봐야 유선이어폰을 못따라간다라고 들었는데 제 귀에는 큰 음질차이없이 들을 수 있는 것 같아요지하철로 출퇴근이라 하루에 시간시간 정도 늘 사용하게 되는데이어캡이 맞춤형으로 와서 귀에 맞는걸로 잘 끼워넣었더니오래 껴도 귀가 아프거나 현상 없는게 제일 마음에 들어요터치가 조금 민감한 편이긴 한데 전화 받고 끊는 일이 많이 없어서딱히 불편한건 못느끼겠고요케이스가 너무 작아서 가방 안에 넣어두면 가끔 못찾을 떄가 있어요요즘 다 작은거 좋아하시기 때문에 이렇게 만든거 같네요돈이 충분하다면 에어팟이나 버즈쪽으로 가는게 맞겠지만사실 이어폰 하나에 십몇만원씩 주고 사기에는 너무 아까운 것 같아서샤오미껄로 갔는데 큰 불만없이 잘 사용중이에요솔직히 막귀라 친구꺼 에어팟이랑 같이 들어봐도 크게 차이는 못느끼겠더라고요물론 약간 차이는 있는거 같기도 뭐 암튼 에어팟 대비 정도의 가격인데 이정도 퀄리티면 상당히 괜찮은거 같고왜 샤오미 제품이 가성비라고 불리는지 알 것 같네요진짜 열심히 썼는데 저 상품권 받고 싶어요 ,5
16,에어닷,전 솔직히 음질이나 이런거 잘 모르는데요사용해보니 만족스러워서 또 구매하게 되었습니다이번에는 저희 엄마꺼랑 아빠꺼를 세트로 샀는데요페어링은 한번 설정해 두면 그 다음부터는 케이스에서꺼내면 바로 되서 편해요음악이나 통화하는데 크게 불편함 없이 잘됩니다음질이 안좋다는 분들도 계시던데 전 예민하지 않아서 그런지문제 없이 깨끗하게 잘 들리고 통화할때도 괜찮은 거 같아요에어팟이나 버즈를 사기에는 부담이 되고너무 저렴이를 사자니 음질이 별로일 거 같고AS도 잘 안될 거 같아서 이거로 샀는데요AS도 되고 음질도 좋은 거 같아요아무래도 더 싼것도 있지만 들어본적 없는이름이라서 품질 보장이 안되잖아요그런 부분에서 이거는 샤오미라는 타이틀이있어서 믿음이 갔네요저는 평을 다 보고 사는 편이라서 안좋은것도몇개 보이기에 조금 걱정이 되기도 했는데요그래도 좋은 글이 훨씬 많았고 안좋은 글에는AS가 된다고 답변이 달려 있어서 믿고 주문했어요제가 받은 제품들 세개는 모두 말짱했고페어링 속도나 음질이나 통화중에 끊김이나제가 사용해봤는데 모두 괜찮았습니다저희 부모님도 사용해보셨는데 노래도 선명하게잘 들린다고 하시더라고요무엇보다 전에 사용하시던 목에 걸고 다니시는 거라서목 디스크가 올까봐 걱정이 됐었는데요이거는 이어폰 무게도 얼마 안나가서 귀에도 무리가안가서 좋은 거 같아요 많이 파세요,5
17,에어닷,우선 이 빨라서 좋았어요일 정도 걸린 거 같아요일단 받았을 때 디자인이 너무 예쁘더라고요이미지로 봤을때는 심플하다고 생각했는데받아보니 실물이 정말 예뻐서 좋았어요보들보들해서 만졌을때 촉감이찬 느낌이 아니라서 좋더라고요전에는 유선 이어폰만 사용하다가무선은 이번에 처음 사용해보는 건데요유선 이어폰은 저희 아이가 줄을 잡아당겨서 끊어지고 잠깐 노래 듣는것도 쉽지 않은데이거는 선이 없으니 너무 편하네요아이가 갑자기 달라 들어도 선이 걸리는게 없으니위험하지도 않고 끊어져서 고장날 걱정도 없어서요지금까지 고장난 유선이어폰만 세어 봐도금액이 어마어마 할거에요그래서 아이 보면서도 친구랑 통화도가능하고 노래도 들을 수 있어서 좋네요음질도 좋아서 노래도 잘 들리고통화중에 끊김도 없어서 아주 좋아요저희 아이가 제가 이어폰을 낀 거 같으면귀신같이 알아서 달라들었는데 이거는제가 끼고 있는지도 모르더라고요게다가 유선을 사용할때는 고장나면버려야 했는데 이거는 AS까지 된다고 하니편하게 사용할 수 있을 거 같아요무선이어폰은 비싸다고만 생각했는데비싸게 생각해서 그런지 가성비가 좋다고 생각했어요제가 버린 유선이어폰 모았으면이거 몇개는 샀을 거 같거든요좋은 가격에 잘 산거 같아서아주 뿌듯합니다br음질도 아주 마음에 들어요,5
18,에어닷,노래나 영상도 괜찮고 통화도잘되더라구요저번에 다른 제품샀던거는 통화음질도안좋고 제 목소리가 상대방한테 잘안들렸는데 이건 그런것도 없고 가격도 적절하니이번에 흰색샀는데다음엔 다른 색도 출시되면사볼생각입니다제가 이어폰을 자주 사용하는 편인데장시간 사용해도 귀에 무리가가지않아서좋더라구요이어마개도 사이즈별로 여러개있어서왼쪽 오른쪽 귀 사이즈가 다른 저같은사람은편하게 사용할 수 있을 것 같아요다른 무선이어폰 샀던것 중 제일괜찮고 가성비 좋아요 터치 인식이나 지연없이 빨리 됩니다크기도 한손에 들어올 크기로휴대용으로 적당한 크기에요,5
19,에어닷,아이폰 사용하고있는데 샀을때 구성품으로 들어있는 유선 이어폰으로 계속 사용하고있었어요근데 무선 이어폰이 필요할 것 같아 고가인 제품은 사면 고장이 나거나 그러면 돈이 아까울 것 같아 찾아보다가 가성비가 가격에비해 좋다하여 구매해봤습니다디자인은 한손에 들고다닐만한 크기에요 깔끔한 화이트색상에 약간 무광이라 고급스러워 보입니다음질은 유선이랑 별 차이없어요아침 출근길 지하철에서도 무선은 끊기는 현상이 있다고하던데 끊긴적 없었습니다사고나서 혹시나 아이폰이랑 연결이 안되면 어쩌나했는데 다행이 페어링 잘되더라구요충전도 문제없이 빠르게 잘되고 확실히 선이 없으니까 편하긴 하더라구요그리고 빠른  너무 감사합니다,5
20,에어닷,요즘 무선이어폰을 많이 사용하길래 저도 여러가지 상품을 검색해본 끝에 청춘팟을 구매하였습니다 다른 무선이어폰을 써본적은 없지만 청춘팟에 대한 만족도가 높은 이유는 가격이 굉장히 메리트하다는 점이 아닌가 싶습니다 애플 에어팟이 가장 사고 싶었던게 사실이지만 솔직히 가격이 너무 사악합니다 얼마나 품질이 좋은지는 모르겠지만 자꾸 신상은 나오고 있고 신상이 나오면 기존의 구제품은 또 사기 싫어지는게 사람 심리인데 청춘팟 정도의 가격이라면 신상품이 나온다해도 부담이 없는 가격이 아닐까 싶습니다 사용법도 능숙해지면 굉장히 편하구요 디자인도 너무 깔끔하고 올 화이트라는 점이 참 마음에 듭니다 운전할때는 솔직히 필요없지만 운동할때나 집에서 통화할때는 너무 좋네요,5
21,에어닷,가격대비 품질이 좋다는 평이 많아 구매했는데 몇일 사용했는데 정말 만족스러워요아무리 고가인 이어폰도 오래 끼고있으면 귓구멍이 불편하고 아프다는 소리가많더라구요 근데 저는 이어캡 사이즈별로 주신거 제 귀에 맞게 껴서 오래 착용했는데도아픈건 없더라구요 음질에 대해서 크게 기대는안했는데 기대이상으로 깨끗하고 좋아요터치도 버퍼없이 바로 인식이 속도도 빠르고 제품 하자도 없어 너무 좋아요갤럭시 아이폰 모두 호환이 되더라구요 어머님이 사용하고 싶다고하셔서 페어링 해봤는데되더라구요 지인들한테 선물용으로도 좋을 것 같습니다무엇보다 뻔한 디자인이 아니라서 좋은 것 같아요,5
22,에어닷,할인중이여서 엄청 저렴하게 구매했어요 음질 나쁘지않습니다 유선 사용하고 있었는데 큰차이를 못느끼겠어요무선 이어폰은 음질부분이나 모든면에서 떨어진다고 들어서 그래도 선이있는 제품보다는편하니까 구매를했는데 무선이랑 음질이나 통화품질은 별 차이가 없어요더 편합니다 선이 없는게 우선 너무 편하구요 들고다니기도 너무 만족스럽네요 제품은 한손에 쥘수 있는 크기로 가방없이 그냥 주머니에 넣고다니기 간편하고좋습니다기간은 하루에서 이틀안에 받아봤어요 뭐 하나 단점없이 지금까지너무 만족하면서 사용하고 있습니다터치가 너무 좋아요  영상볼때나 음악들을때 재생이나 중지 버튼 터치만하면바로 되더라구요그래서 정말 좋아요 ,5
