,0,1,2
12,와 배신감 든다…,실리콘 케이스 쓰는데 안 벗기고 크게 떨어뜨린적 없는데 필름 갈려고 보니 이렇게 테두리가 살짝 까짐… 아니 무슨 아이폰이 고가의 폰인데 테두리는 소모품이냐?? 하 진짜 아이폰이 이렇게 약할수가,2021.08.10. 13:40
13,지금 아이폰12프로에 gts2 워치사용중인데,솔직히 사용하는데 전혀문제 없긴한데애플워치 한번 사용해보고싶은데 메리트있을까요?발신자 문자 카톡기능만사용합니다 ㅠ,2021.08.10. 13:26
14,역시 프로가 좋긴 하네요.,갤럭시 s10에서 몇주전에 갈아탔는데 여기는 삼페가 안되는 나라라 그냥 카드 사용하거나 구글페이 사용했었지만 아이폰으로 오니 측면 버튼 두번 누르고 동시에 페이스 아이디 인식해주면서 띵~하며 애플페이 되는걸 보며 잘 왔구나 생각이 듭니다. ​그리고 프로가 좋다고 한 이유는 역시 고급스러운 디자인과 카메라와 배터리!! 무게는 사람이면 들고 다닐 수 있을정도 무게.​13이 나온다 해도 별로 아쉽지는 않을듯 해요.,2021.08.10. 07:21
15,아이폰12pro에서 mini로 바꾼 후기~,"일단 넘나 만족합니다!!아직 일주일되었는데.. 너무 이뿌고 기엽고.. ㅎㅎ가볍고 뒤 애플로고가 넘 잘 보여서 좋네요​1. 화면크기일단 아이폰자체가 삼성폰처럼 막 크질 않아서인지.. 심하게 작아졌단느낌은 없습니다. ​2. 카메라원래 사진 잘 안찍고 찍어도 뭐 막찍이라 ㅎㅎ ​3. 디자인&색상맨날 어두운계열만쓰다가 이번엔 화이인데, 왜케 이뿐지.. ㅎㅎㅎ케이스도 뭐든 잘 어울릴것같아서 좋은데..원래쓰던게 12pro 퍼블이었는데 옆면 유광이랄 뒷판 무광이 살짝더 고급지긴 하더라구요​4. 배터리아직 얼마 안대서 체감상 막 빨리단다 그런건 잘 모르겠어요.. 제가 그런건 좀 둔하기도하고.. 이부분은 좀더 써봐야 냉정해질수 있을것같네요​5. 무게이게 진짜 장난아님. 정말 장난감같고 pro가 진짜 무겁긴했나봐요 ㅎㅎ안들고있는거같아서 나중에 다른거 어떻게 바꿀수 있을까 걱정이 됩니다 ㅎㅎ​ 총평예전부터 화이트를 써보고 싶었는데 계속 구매할때마다 다른색을 사게 되서 늘 화이트에 목말라있었나봐요ㅎ아직까진 넘 만족하지만 화면이 작아진만큼 눈관리 잘해서 오래오래 쓸 예정입니다!​결론은 일단 바꾸고 싶으면 바꾸자 입니다 ㅎㅎ",2021.08.09. 23:47
16,아이폰 미니 화이트 128>>>블랙으로 교환,미니 화이트에서 미니 블랙으로 교환 원합니다ㅜㅜ밧데리90퍼 남았구요 상태는 우측 상단쪽 진짜 미세하게 상처 생겨잇는거 말곤 괜찮습니다댓글 달아주세요!,2021.08.09. 22:30
17,12미니 배터리용,"ㅠㅠ작년에 사전예약해서 구매했는데 배터리가 벌써 89퍼에요,, 전에 쓰던 아이폰들은 90 밑으로 떨어진 적이 없는데 역시 너무 빨리 배터리가 줄어드네요.. 리퍼 절대 안해주겠죠 ㅜㅜㅜ",2021.08.09. 22:27
18,아이폰12프로맥스 배터리 성능 드디어 떨어졌네요,​,2021.08.09. 21:06
19,아이폰 12미니인데 스피커...,아이폰 12 미니 사용 중인데 문득 생각이 든 게 제가 하루에 노래를 12시간은 꼭 듣는 편이라서 스피커에 소리를 너무 많이 출력 시키면 나중에 스피커 소리가 작아지거나 노화가 생기는건 아닐까 걱정스럽네요 ㅠ ​소리를 많이 출력 시키면 노화가 더 빨리 진행 되려나요 ㅠㅠ,2021.08.09. 20:27
20,12미니 발열이 너무 심하네요;;,전에는 큰폰들만 쓰다가​이번년도에 아이폰 12 미니로 갈아탔는데​전에 쓰던 폰들보다 발열이 너무 심하네요;;​고속충전기 꼽고 유튜브만 봐도 밝기가 떨어지고​작아서 발열관리가 힘들어서 그런거겠죠..​다음에는 그냥 큰거 써야겠습니다,2021.08.09. 19:36
21,갤럭시 노트20 울트라에서 12미니로,"갈아타면 후회를 많이 하려나요..?​아이폰 정말 오래썼습니다.​3gs부터 사용했어요 ㅎㅎ​기종도 많이 바꿔보고, 애플워치 에어팟 등 기기도 많이 사용해봤습니다.​중간에 갤럭시로 갈아타려고 하다가도 매번 너무 크게 느껴지는 갭차에 포기하곤 하다가,​노트20 울트라로 정착하고 정말 만족스럽게 사용중이긴 한데.​​둘다 한참씩 써본 사람 입장으로, 정말 갤럭시가 압도적으로 사용하기 좋습니다.​만약 제가 12미니로 갈아탄다면 작은 크기로 인한 휴대성 외엔 모든게 단점일거라고,​머리로 생각을 하는데..​​진짜 희안하게 계속 아이폰 생각이 납니다.​12미니로 바꾸고 싶다는 생각이 자꾸만.. 미쳤나봅니다 ㅎㅎ​바꾸면 후회하겠죠?ㅜㅜㅋ",2021.08.09. 16:28
22,보라 민희 들였습니다,"​



 














작은폰을 선호해서출시부터 고민했는데.. 오늘 공시 좀 올라서 후딱 갈아탔어용​정말 예쁘네요♡",2021.08.09. 12:51
23,프맥에서 폴드3,"안녕하세요?​어찌어찌 하다보니 프맥이 적응이 되네요""횐님들이 금방 적응한다, 적응하면 최고다""이런 글들을 보면서도 (벽돌은 도저히 ㅜ)  적응 안될거 같았는데넘사벽 배터리가 넘 좋아서 꾹 참고 일주일 정도 사용해보니정말 적응이 됩니다 이젠 12/프로 보면 미니 느낌이 드네요 ㅎ​폴드는 크기,두께,무게,가격,액정등 한번도 사용해보구 싶다는 생각을 안했는데프맥이 적응되니 조금 더 커도 될거 같은 생각에함 도전해보구 싶다는 생각이 마구 드네요(금방 13프맥으로 올거 같긴 합니다 ㅜ) ​​",2021.08.09. 11:06
24,Amethyst,​​보라색 좋아용ㅎ​정품 실케 내구성은 제쳐두고 색 하나는 최고...,2021.08.09. 10:07
25,12 프로맥스 정품 가죽케이스/지갑 조합,"폰 사자마자 정품 가죽케이스 쓰고있는데 가죽 에이징 되는거 보면 점점 촉감도 좋아지고 이뿌네요.​여러분 가죽케이스 100번사세요!!!​어제 지갑도 질러버렸습니다~​12프로맥스 그래파이트에 검정 케이스 검정 지갑 조합입니다~​



 

























​",2021.08.09. 09:35
26,정품 투케 + 가죽지갑 도착,"​​​간만에 정품조합 가보렵니다​​​



 














​​​​나 맥세이프 사용자요(?) 하는 듯한 존재감 ㅋㅋㅋ​​​​​​



 














​​​퍼블에 잘 어울린다던 발틱블루 가죽지갑깔맞춤!!​​​​​



 














​​​나름 괜츈네요​​포피처럼 때가 잘 타지 않기를 ㅠㅠ​​​​​​​



 














​​​이 뚫려있는 하단부가유일한 걱정요인​​​​​​​​​​​​총평은​​정품답게 마감이 어마어마합니다​​다만 무게감이 상당히 늘었고​​아직도 정품투케 장착 후가죽지갑 부착시애니메이션 안나오는 버그 그대로네요​​​​​​정품 투케는 탈부착 많이하면기스가 심해지고 하단부 균열 생기니​되도록 오래오래 안빼고 잘 써야겠습니다",2021.08.09. 07:06
27,"와 13 … 약간 중짝퉁같이 생길거같아요,,","윗 사진은 아이폰 13 이 아닙니다! 유츄용카메라도 커졌다는 소리도 들리고 ,, 폰이 좀더 커졌다 그러고 11이나 12가 인덕션 전성긴듯",2021.08.08. 23:15
28,지금 소리가 지멋대로인데,아이폰12미니입니다 소리가 지멋대로인데​답답하네요,2021.08.08. 20:07
29,이거 인증번호오면 누를때 왜 안되나요 ㅠㅠ,이걸 누르면 숫자가 그대로 입력안돼요 ㅠ아이폰불량인가요? 어제 아이폰 12프로 ㅋㅍ에서 자급제로 샀는데 .. 하,2021.08.08. 18:00
30,결국 12프맥 구입...,얼마전 아이폰7 다시 꺼냈다가 명기는 명기군...​이라는 생각이 들어서 13기다릴까 하다가 어짜피 아이폰은​다 똑같다 라는 생각으로 12프맥 구입...​아이폰 버린 이유는 확장성과 편리성이 떨어져서 갤럭시​갔는데 다시 와보니 역시 .... ㅋㅋ ​그래도 버리지는 않을겁니다 생각해보면 갤럭시는 6개월​혹은 길어야 1년 썼는데 불편해 불편해 하면서 2년은​쓰는거같더라구오 ㅎㅎ,2021.08.08. 07:16
31,색상 교환하기 힘드네요,12프맥 골드에서 그파로 교환하고싶은데 찾아봐도 없네요 ㅠ​,2021.08.08. 05:42
32,아이폰12를 미개봉으로 쿠팡에서 구매했는데요...제조날자 어덯게 보나요?,개봉안하고 제조날자 볼수있나요?궁굼해서 여쭈어봅니다 고수님들 답변부탁드려요~,2021.08.08. 02:11
33,요즘 맘에드는 케이스가 없네요,12프로 처음 살때 케이스티파이에서 기묘한 이야기 콜라보로 구매한건데​오래써서 그런지 칠이 점점 벗겨집니다 ㅠ​그래서 다른 케이스도 알아보는데 맘에드는게 안보이네요​기왕이면 똑같은걸로 하나 더 사고싶은 마음..​케이스티파이 콜라보중에 이쁜거 없나 존버중입니다 ㅠㅠ​근데 케이스티파이 요즘도 옆부분 각 안지고 둥굴게 처리 되어있나요? 케이스 처음살때 유일한 불만이었는데...12의 각을 다 없애버려서...​​,2021.08.08. 01:43
34,"아이폰 정품실리콘 케이스 고기 냄새 ,,",오늘 고기집 갔는데 실리콘 냄새 뱄는데 담날 정도 되면 빠질까요 ?-? .. 제가 너무 예민한건가요 ㅠㅠㅋㅋ,2021.08.07. 22:19
35,"늦었지만 미니 12 ""레드""로 질렀네요.. 혹시 레드에 블랙가케 쓰는분은 없나요?","다들 낼모레 13 나온다고 들떠있는데 왠걸 25%반짝 할인 행사가 생겨 128기가 80만원대로 나와 뒤도 안돌아보고 미니 12 레드로 질렀습니다..이틀후 배송 완료되는데..ㅎㅎ ​근데 확실히 레드라 그런지 케이스 선택이 매우 힘들군요쌩폰 쓰고 다닐거긴 한데 그래도 지름신 와있을때 정품 케이스 하나 같이 지르려고 하는데..​사진이나 게시글들 봐도 미니 레드 + 블랙 가케 조합은 보질 못했네요30대 아저씨라 강렬한 레드의 분위기를 좀 진중하게 잡아줄거 같은 블랙 가케를 보고 있는데실착 사진이나 색조합이 괜찮은지 등의 게시글이 없네요..​이 조합..어때 보이나요?혹시 실착 사진 있으신분들 공유좀 부탁해요(혹시 미니 레드 + 가케 딥바이올렛은 어떨거 같으세요?)



 














 ​​​",2021.08.07. 20:09
36,카드케이스 좋아요!!!!!,"​



 

























실리콘케이스는 원래 쓰고있었는데요~이번에 카드케이스 선물받으면서 같이 쓰는데너무 이쁘더라구요매일매일 만족하면서 쓰고있습니당",2021.08.07. 18:57
37,아이폰 12pro 제일 인기색상 뭔가요?,제곧내입니다 ㅋㅋ.. 이번에 그래파이트로 바꿨는데 매번 흰색만 쓰다가 (아이폰11화이트->미니화이트) 처음으로 스그 도전했는데 뭐가젤인기색상인지 궁금해욥 ​​,2021.08.07. 17:10
38,OTTERBOX 케이스,애플스토어 갔다가 케이스 두개 구입 했어요 정품 가죽 케이스보다 두툼하지만 보호력은 최고인것 같네요,2021.08.07. 17:08
39,용달블루 이뻐용,,2021.08.07. 03:44
40,12프로 맥스에서 프로로 내려온 후기,"수요일, 1월달부터 사용해온 12프로맥스를 정리하고 12프로를 들였습니다.​12프로로 기변한 이유는 프로맥스의 휴대성 문제가 가장 컸습니다.​시원시원한 화면이 좋긴 했으나, 너무 무거웠습니다. 5.8인치 Xs에서 넘어오다보니 특히 체감이 되는 부분이었습니다.​그리고 주머니에 넣고 다니기에도 부담스러운 크기였습니다. 클러치백에 휴대폰을 넣어놓고 다닌다면, 프맥을 그냥 사용했어도 괜찮았겠지만 저는 실생활의 90% 동안 휴대폰을 주머니에 넣어놓고 다니기에 프맥의 이 문제는 치명적이었습니다.​​그래서 결국 12프로 256 그래파이트로 변경했습니다.(카드할인 받고 이것저것 받으니 조건이 꽤 만족스러워서 13프로가 나오는 걸 감안해도 충분히 괜찮은 구입이었다 생각합니다.)​전체적으로, 화면 크기가 줄어들면서 부담이 없습니다.​한손에 딱 들어오고 무게도 무겁다는 생각은 안드네요ㅎㅎ 화면도 답답하지 않고 적당합니다. 걱정했던 배터리 타임도 별 차이 못느낄 정도로 만족스럽습니다. ​차이가 나는 카메라 부분도 프맥이 좋기야 하겠지만, 프로도 상당히 좋아요. 카메라만 보면 다운그레이드인데 실사용 해보니 솔직히 차이를 잘 모르겠습니다. 그냥 좋네요ㅎㅎ​이왕 산거 용량도 업하고, 색상도 제 취향인 그래파이트인만큼 오래 써보려 합니다.ㅋㅋ​프맥에서 프로 생각중이신 분들 질문주시면 제가 느끼는 한에서 최대한 사실적으로 답변드리겠습니다.^^​​",2021.08.07. 01:32
41,다들 아이폰 디스플레이 확대하시나요?,아니면 기본으로 쓰시나요?,2021.08.07. 00:03
42,정품실케!!!!,가품실케 몇번 써보니 너무 찐득 거리고 주머니에 넣었다 뺏다고 힘들고 먼지도 너~~무 많이붙어서 안쓰고 있다가 이번에 미니오면서 처음으로 투자해보자! 싶어서 정품 실케 사서 쓰는데 진짜 먼지도 거의안붙고 내구성도 안좋다고들 하시던뎅 한번 아스팔트에 떨어트렸는데 흡집도안나네유…. 정품실케 사랑해,2021.08.06. 20:51
43,"미니 카메라 고장?,,","Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:hlsCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.24.6 (HLS)Build Date (2021/5/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    미니 카메라 고장?,,    재생 수54    topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:11 화질 선택 옵션자동     자동       270p       480p       720p  HD      1080p  HD  화질  전체화면    00:01  00:03  00:05  00:07  00:09 광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기미니 카메라 고장?,,



 



어느순간부터 키면 지지지직 소리나고 초점못잡고 슬로모션빼고 사진비디오모두다저래요ㅠㅠ ㅜ서비스센터가면 유상수리일가요..? 깨진곳은 한군데도없고 카메라 필름까지붙여놨는데 왜이럴까요ㅠㅠ",2021.08.06. 20:11
44,와이라노…,"Loading... player_likesound_mutesound_mutesound_volume2sound_volume3 [x]Player Size:0 x 0Current Resolution:0PMax Abr Resolution:0PProtocol:hlsCurrent Bandwidth:Average Bandwidth:Buffer Health:Frame Drop Rate:0/0 도움말라이센스Video Statistic Version 4.24.6 (HLS)Build Date (2021/5/12)NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    와이라노…    재생 수150    topleft rightbottom마우스를 드래그 하세요360° Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거00:00 | 00:07 화질 선택 옵션자동     자동       270p       480p       720p  HD  화질  전체화면    00:01  00:03  00:05 광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기와이라노…",2021.08.06. 19:43
45,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭔버그지..,,2021.08.06. 19:41
46,12미니 2:1비율 영상 시청시의 문제점,12미니가 노치 크기는 그대로에 화면만 작아져서 2:1비율 (18:9) 영상 시청시에 옆에 조금 튀어 나오는데.. 이거 은근 신경 많이 쓰입니다.. 혹시나 12미니로 바꾸실 생각 있으시면 고려를 해주셔야 할것 같아요,2021.08.06. 19:06
47,아이폰 Led 불빛 신기하네요,아이폰  알림도 아닌데   카메라Led 계속 깜빡깜빡 거리는게 신기하네요,2021.08.06. 16:14
48,14.7.1 배터리 효율 보고서,"12pro 2021년 1월 12일 개통5g항시 카톡,문자,전화,애플 카플레이 티맵정도현재 89%3년 넘게 쓴 아이폰8도 88%였는데 ㅜㅜ계속 보고서 남기겠음",2021.08.06. 15:45
49,퍼플 중독 💜,"​​예전엔 퍼플이 예쁜지 몰랐는데,한번 빠지고 나니 헤어 나올 수가 없네요 🤣​폰도 아이폰12 미니 퍼플로 바꾸고일상 생활에 필요한 제품들도 퍼플로조금씩 늘어가고 있는데 (๑´ސު｀๑) 퍼플 아이템으로 또 뭐가 있을까요 ?!",2021.08.06. 14:57
50,폰 . 프로 128기가 적당할까요?,256 vs 128 걱정입니당12프로를 사면 전에 쓰던 562기가 텐에스는 안팔려구요 훗날 사진 넘쳐 흐르면 에어드랍으로 텐에스에 옮길려고 합니다 차라리 프로 128기가 사고 사진 5000장이면 128기가 쓸수있나요 ? 대략 128기가면 얼마정도 쓸수있나요게임이런거 전혀 안합니다 인스타 넷플 교통버스 은행앱 쇼핑몰 이정도?,2021.08.06. 14:54
51,(1편) 가죽케이스 넘 기대되는것 ^ㅡ^,"개인적으로 가죽제품 너무 좋아하는 1인이라가죽소재에 관심 있으시거나 궁금하신분들 제 케이스 보고 놀라지마세요 히히(물론 제가 주문한건 주문제작 상품이라 배송기간이 길고주말까지 껴서 아직 못받았지만....)​저도 아사모 가입하게 되면서 여러 사람들의 글을 보며공짜로 정보도 얻고 재미도 얻고 했으니저도 보답하고자 제가 너무 사랑하는 제품을 1,2,편으로 나눠서 공유하고자 합니다 ^ㅡ^​



 





































































너무 이쁘죠.. 개인적으로 깔끔한 스타일과 가죽을 좋아하는 저에게는 너무나도 만족스러운 제품이었어요.​위 사진은 해당 브랜드 상세페이지에 있는거구요(홍보아님X)들어가시면 더 다양한 색깔과 함께 핸드스트랩과 이니셜도 된다고 나와있어요~(참고로 모든 핸드폰기종 맞춤제작 해드린다네요)​제품 받고 2편 올리도록 하겠습니다 .기대해주세요



 









 



혹시 관심 있으신 분들 아래 클릭해보세요(광고 절때아닙니다 ㅠ.ㅠ)



 








전기종가능 : MOTIMO
전기종가능
smartstore.naver.com






 



​",2021.08.06. 11:33
52,갤텐에서 아이폰12 프로로 넘어가니 너무 만족합니다.,"화면 퀄리티랑 사진 퀄리티, 스크롤의 부드러움 자체가 차원이 다른것 같습니다. 그리고 디자인이 참 고급스러워서 너무 만족해요. 이건 갤텐에서 넘어간 느낌인데 갤20이나 21과 비교하면 어떨지는 모르겠네요.​그리고 가장 중요한거!!발열 당연히 없고 배터리는 괴물입니다. 새벽 5시에 들고나가서 중간 중간 이메일 확인, 카톡 대화, 유튜브 시청이랑 게임 조금씩 하고 오후 2시반에 확인해보니 대략 85프로 정도 남아있네요ㅎㄷㄷ 갤텐이었으면 50프로도 간당간당했을텐데… ​해외라 애플페이도 너무 편하고요.​너무 만족합니다.​",2021.08.06. 11:10
53,케이스티파이 x 소라야마 (케이스와 카드지갑),케이스와 카드지갑 구매했습니다.카드지갑은 방출고민이 많이듭니다예쁜데 자력이 약하네요 제 손에선 ㅠㅠ​,2021.08.06. 09:23
54,여름철 가죽케이스.. 생폰으로..,"이번에는 케이스 오래 써보자....해서ㅋㅋ 잠시 1개월빼곤 12월부터 사용한 정품가죽케이스 입니다..원래도 모서리부분들 검게 변했지만.. 여름되니 점점 테두리 부분을 검은색으로...ㅋㅋㅋ 그리고 끈적끈적에 색이 변한부분은 변색이 아니라 가죽이 볏겨지는 느낌ㅋㅋㅋ



 














통신사 보험이라 패이백으로 리퍼 12지만 오랜만에 강화유리만 붙인 생폰 가보려 하네요ㅋㅋ



 














집 밖에선 지갑케이스가 뒷면 보허해주겠지 해야겠습니다ㅋㅋㅋ",2021.08.06. 07:42
55,아이폰 실리콘 케이스 vs 투명젤리케이스,정품케이스 두개 바꿔기고 살기 vs 투명 싸구려 케이스,2021.08.05. 23:37
56,미니 만족,11에서 미니로 너무 만족이네여,2021.08.05. 22:00
57,적응되니까,가죽케이스 오랜만에 구매후 장착  사용해보니까  살짝 미끄러워서 적응안되다가이틀 사용해보니 괜찮네요​귤껍떼기  생각납니다 ㅋ​,2021.08.05. 21:44
58,아이폰 배터리 충전은 어떻게 해야할까요?,듣기로는 앱꺼야하는거 이런거 다 필요없고다들 배터리 충전을 잘만 하면 오래쓸수 있다고 하는데어떤식으로 해야할까요???? 팁좀 알려주세요 ㅜ,2021.08.05. 21:42
59,12pro come back~~,안녕하세요~지금은 s20u를 쓰고 있지만 조만간 아이폰으로 넘어가려고 중고로 좋은 매물이 나와 12pro 512 자급제를 업어왔습니다~​회사 app때문에 아이폰 쓰다가 삼성으로 넘어와서 2년째 되가는데 역시 아이폰에 대한 애정은 아직 식지 않았습니다 후후후~~~​12pro max가 목표였으나 ~~~ 중고 가격대도 너무 높아 포기하고 12pro로 업어왔네요 ~~~ 간만에 새거 만지작 하니 왜이리 좋은지 ㅎㅎㅎㅎ​곧 사용할 날을 기다리면 ~~다들 더운데 건강들 조심하세요~^^​근데...아이폰 사기전에 이미 케이스만 5개 시켰네요왜이런걸까요 ㅎㅎㅎㅎ일단 otterbox 케이스가 먼저 오면 좋겠네요 ~~,2021.08.05. 21:40
60,ios 14.7.1 올린 후 긱벤치!!,​​​굿,2021.08.05. 20:09
61,ㅋㅍ에서아이폰12프로 제조 21.2월,정상인가요 ㅠㅠㅠㅠㅠㅠ....,2021.08.05. 19:46
62,아이폰 12프로 지금 사도 괜찮나요?,그래파이트 128기가 자급제로 샀어요 ㅠㅠxs에서 갈아탄건데 곧 13출시고 .. 프로면 괜찮나요 ?,2021.08.05. 13:53
63,[소비요정] 배터리팩 주문 하시죠 다들!,맥세이프 배터리팩이드디어 주문이 됩니다 어제만 해도 안되더니만 되네요!​소비요정이 등판하여 바로 주문했습니다​,2021.08.05. 10:18
64,ㅋㅍ 아이폰12 박스훼손 그냥 새거네요,어디가 훼손이지?? 먼지묻은건가? 다시보니까​박스상단에  살짝 뜬거때문에 박스훼손이네요​완전 양품왔네요,2021.08.05. 07:56
65,케이스티파이x디즈니 프린세스 받았어요💗(착샷추가),에리얼 제일 좋아해서 딱 보자마자 이거다!! 하고 고민없이 질렀는데 지금 생각하니 금액이 상당하네욥...🥲 그래도 해외배송치고 빨리 왔구 케이스가 너무 예뻐서 만족입니다💕💕착샷 추가했습니당😉😉 사용 기종은 아이폰12mini Red입니다❣️,2021.08.05. 01:20
