,0,1,2
10,Z 플립3 실기 후기,"누가 이번 언팩의 주인공을 폴드3라고 했나요?  이번 주인공은 아쉽게도 Z 플립 3입니다.  1. 디자인 9.0점 그냥 미쳤습니다. 유, 무광 할 것 없이 그냥 예뻐요. 어느 색을 골라도 후회 안하실 거라 자신합니다. 단단하니 잡을 때 촉감도 좋고 크기도 적절합니다.  전면 디스플레이의 사이즈가 상당해졌어요. 셀카 찍기에 크게 부족하지 않고 동영상 촬영도 됩니다. 삼성이 고심 많이 한게 티나요.  다만 주름은 아직 전작보다 낫다 뿐이지 부족합니다.  2. 종합  디스플레이 자체는 삼성이니 품질이야 가타부타 할 말이 없고 밸런스 되게 괜찮습니다. 가격 대비 성능, 품질, 디자인 삼박자 딱  맞네요. 이거 잘 팔릴겁니다.   버즈2는 아직 실기가 없어 듣진 못했는데 디자인은 나쁘지 않아요. 근데 전 이런 투톤은 별로라 ...",2021.08.12. 17:31
11,디프 다녀온 후기 - 글 두서없이 의식 흐름대로,"우선 사진은 아이폰 12 프맥으로 찍은 건데 실제 색감이 담겨있지 않아요 ㅡㅡ 왜 때문인지 밝기 조절하려는데 안 되어서 그냥 최대한 비슷한 색감 나게 조명에 비추어 찍었으나 실제 색감이 안 담김...​우선 크림(베이지) 색상은 누리끼리한 종이 느낌..? 계란 깼는데 어쩌다 투명하지 않고 누리끼리한 듯한 색..? 대충 그런 느낌을 받았습니다.​라벤더(퍼플)는 사진보다 밝아요. 여성분들이 좋아할듯.​그린은 그냥 어두운 그린.​블랙은 다른 색상과 다르게 매트한 재질이에요. 다른 건 유리 코팅되어 광이 나는데 블랙은 매트해서 시크한 느낌. 개인적으로 여성은 라벤더 남성은 블랙 선호할 거 같아요.​그리고 사진엔 없지만 폴드.. 블랙과 그린이 언뜻보면 색상 구분이 안 돼요. 폴드 그린 색상 괜찮은 거 같아요. 블랙이랑 구분도 안 되지만 자세히 보면 살짝 그린 느낌이 올라오는 듯한 그런 느낌. 실버는... 삼성이 도대체 뭔 짓을 한 건가 싶을 정도로 들자마자 내려놨어요.​폴드 3 잠시 만져보니 UPC (=UDC)가 거슬려서 차라리 펀치홀이 난 거 같아요. 색감이 달라서 거슬리는게 아니라 검정화면 외에는 격주무늬가 너무 눈에 띄는데 거기서 빛을 쏘면 눈 아프고 그냥 뭐랄까 날 좀 보소 날 좀 보소 날 좀 보소~오오 거리는 느낌? ​폴드 3 구매 포인트는 s펜이더라구요. 언팩에서 다룬 것처럼 펜팁에 뭐가 부착되어있어요. 그 덕분인지 디프 직원분께 펜으로 쎄게 그어봐도 된다고 허락받고 막 화면에 갈겨썼는데 긁힘 자국 하나도 안 남았어요. 보호필름도 없었는데. 그리고 디스플레이가 진짜 바형 스마트폰 유리같아요.. 이거 개인적으로 소름...  아, 그리고 필기감도 탭s7랑 비교하면 개인적으로 폴드가 나았던 거 같아요.​워치도 봤는데 어떤 멍충이가 밝기를 최저밝기로 세팅해둔 탓에 밝기 키우려는데 그 조차도 화면이 안 보여서 (꺼진것처럼 진짜 어두워서) 디자인만 봤는데 클래식 일반 둘 다 예뻐요.​디프 직원 분에 따르면 베트남 공장에 뭔 일이 있고 물량이 부족할 수 있어서 오늘 미리 선결제 해서 물량 확보하고 17일 취소후 재결제 되어 24일에 바로 받아볼 수 있게 준비중이래요.​삼성카드 외에 다른 카드 구매시 삼성포인트 5만 포인트 적립 + 사은품, 삼성카드 구매시 포인트 나중에 현금화되어 최종 구매시 113만 얼마 정도 대략 115만원. 워치(일반)이랑 같이 구매시 최종 127만 얼마. 클래식은 안 되고.. 일반(액티브 모양)도 사이즈별로 금액 차이가 있을텐데 물어보는 거 깜빡했어요.​폴드 s펜과 화면 터치감 너무 끌리는데 전 UPC 빛 뿜은 격자무늬가 싫어서 패스.. 플립 블랙은 구매 해야만 할 것 같은... 참고로 디프에 50대 아주머니들도 와서 구매 많이 하시더라구요. 아주머니들이 이렇게 폰에 관심 보이는 거 처음 봤어요. 플립은 접었을 때 그립감도 좋고 닫힌 화면 삼페도 되고 디자인은 진짜 독보적이고 AP 성능은 모르겠지만 게임만 안한다면 진짜 역대급 스마트폰이란 생각이 듭니다",2021.08.12. 13:29
12,폴드3 UDC품질에 실망하고 플립3 갑니다.,부푼마음 안고 폴드3 / 플립3 구경하러갓는데 ​폴드3 UDC 품질보고 사고싶은마음싹사라졋네요​어느각도에서도 선명하게보입니다. 심지어영상을 틀어도 선명히보이는거면​아직은 시기상조인기술인거같습니다.,2021.08.12. 13:11
13,폴드3 만져보고왔습니다,"​



 





















 



오늘 태블릿 수리맡긴거 찾는김에 살펴보고왔는데디자인이나 빌드퀄리티가 전작도 좋다생각했는데훨씬 좋아졌네요다만 가장 중요한 포인트중 하나였던 UDC가 기대이하였습니다생각보다 많이 거슬리네요...펀치홀처럼 그냥 카메라 모양도 아니고 자글자글하게 튀니깐 좀 이상하더라고요(점심시간에 잠깐 시간내서 보고온거라 많이 사용 안해봐서 그렇게느낄수도있습니다)​​​



 














플립은 전작대비 좋아진게 너무많은것같습니다(특히 디자인이 역대급이에요)개인적으로 1세대는 디자인이 그닥이라생각했는데 3는 대박이네요​둘중에 하나 사려하는데 고민되네요​",2021.08.12. 12:52
14,고민하다 집에갑니다.,"직원분이 구매가능하다고하여 색깔 고민중에 카페글 올리고나니 알게 되었네요.  바로 가지고 갈수가 없다는 것을.... ㅋ오늘 실물보니 음..  바로 결정이 안되네요...  조금 더 지켜보다가 당일 구매 가능한날에와서 바로 구매해야겟네요.  이번 플립3  너무 맘에드네요..  



 




































검정은 제외라;;;;;",2021.08.12. 12:14
15,"폴드3,플립3,워치4 (디프 실물 후기)",,2021.08.12. 10:51
16,"폴드2 보호필름 붙이러갔다 플립, 폴드3 간단히 만져보고 왔어요.","​​​​폴드2 보호필름에 묻은 먼지를 마스킹테이프로 때다가... 날라가서​서비스센터 달려가서 쿠폰으로 필름 붙이는겸 플립, 폴드3 보고 왔습니다.​삼성프라자에는 아마 S펜까지 구비가 되어있겠지만, 서비스센터는 기기만 있네요.​폴드2 와 비교하면 은근 수정된 부분이 꽤 보입니다.​폴드2는 테두리가 헤어라인이 있는데 폴드3는 테두리 부분이 매트한 알루미늄 느낌이네요.​​헤어라인도 충분히 고급스럽지만, 폴드3가 스크레치에는 좀더 강해보입니다.힌지부분도 폴드3이 좀더 작아졌네요.​UDC 도 창을 띄우면 카메라를 색에 맞춰 가려줄려고 노력하는것도 보이구요 ㅋㅋㅋ​일단 마음에 드는건 방수지원과 S펜 지원인데...​​S펜이 폴드3 전용으로 제작된거라 일반 S펜 사용하면 기스가 엄청나고 화면이 나갈수도 있겠어요.​게다가 센터직원분 하는말이 전용 S펜 가격이 15장이나 된다고...​(아마 블투S펜 말씀하신거 같은데 그래도 비싸긴하네요 ㄷㄷ)​급하게 서비스센터 방문해서 잠시 만져본거라 필름의 개선점이나화질차이점은 느껴볼세없이 나온게 아쉬워요.​플립도 전작에 비해 작은화면이 커지긴했는데 친구가 보고 하는말이 ​삼성 비스포크 가전제품 보는거 같다고 ㅋㅋㅋㅋ​​ps. 깜박하고 필름 바꾼 이야기를 안했군요.화질면에선 비슷비슷한거같은데 출고당시 필름과 비교하면 매우 매끄러워졌습니다.바꾸기전에는 화면에 문질문질하면 마찰이 있는 느낌이였는데바꾼후에는 거의 마찰 저항없이 매끄럽네요 ㅎㅎ",2021.08.12. 10:45
17,지금 디플입니다.,"​



 




































​블랙 보러 왔는데 실제로 보니 라벤더도 예쁘네요..;​색상 궁금하실까봐 올려요~​혜택은 아직 모르겠네요. 직원분들이 다들 바쁘셔서..​결국 블랙으로 했습니다.​참고로 현대, 국민, 우리카드만 12개월 무이자 되고 삼성카드는 6개월 무이자만 되니 참고하시길 바랍니다.​혜택으로는​케이스 2개파손 70 + 30 = 100 (1년 이내 사용)갤럭시 버즈 화이트​입니다.​​질문/추천 금지 X",2021.08.12. 10:39
18,디프 다녀왔습니다,아홉시반정도에 왔는데 여기 지점 플립 예약자는 제가 첫번째고폴드는 벌써 세 분 하셨다네요 ㅋㅋ가격(삼카할인)은 생각보다는 높네요 ​아 색상은 그린했는데 다른색도 블랙처럼 무광이면 더 고급스러웠을텐데 ㅠㅠ 유광이라 아쉬워요,2021.08.12. 10:15
19,폴드 색상+플립 AOD 됩니다!,"민팃은 최대 +15만원인데아직 기종별 금액이 안 나왔네요~~~​​



 
















 



​이번 블랙 좀 예쁘네요 ㅎㅎㅎㅎㅎㅎ어제 사진 올리고 싶어 죽는줄 🥲​



 

























​힌지 틈만큼 벌려보면 이 정도 됩니다~~​



 

























​AOD 된다 안된다 얘기 있었는데 돼요!!",2021.08.12. 09:20
20,Z 플립3 실기 후기,"누가 이번 언팩의 주인공을 폴드3라고 했나요?  이번 주인공은 아쉽게도 Z 플립 3입니다.  1. 디자인 9.0점 그냥 미쳤습니다. 유, 무광 할 것 없이 그냥 예뻐요. 어느 색을 골라도 후회 안하실 거라 자신합니다. 단단하니 잡을 때 촉감도 좋고 크기도 적절합니다.  전면 디스플레이의 사이즈가 상당해졌어요. 셀카 찍기에 크게 부족하지 않고 동영상 촬영도 됩니다. 삼성이 고심 많이 한게 티나요.  다만 주름은 아직 전작보다 낫다 뿐이지 부족합니다.  2. 종합  디스플레이 자체는 삼성이니 품질이야 가타부타 할 말이 없고 밸런스 되게 괜찮습니다. 가격 대비 성능, 품질, 디자인 삼박자 딱  맞네요. 이거 잘 팔릴겁니다.   버즈2는 아직 실기가 없어 듣진 못했는데 디자인은 나쁘지 않아요. 근데 전 이런 투톤은 별로라 ...",2021.08.12. 17:31
21,디프 다녀온 후기 - 글 두서없이 의식 흐름대로,"우선 사진은 아이폰 12 프맥으로 찍은 건데 실제 색감이 담겨있지 않아요 ㅡㅡ 왜 때문인지 밝기 조절하려는데 안 되어서 그냥 최대한 비슷한 색감 나게 조명에 비추어 찍었으나 실제 색감이 안 담김...​우선 크림(베이지) 색상은 누리끼리한 종이 느낌..? 계란 깼는데 어쩌다 투명하지 않고 누리끼리한 듯한 색..? 대충 그런 느낌을 받았습니다.​라벤더(퍼플)는 사진보다 밝아요. 여성분들이 좋아할듯.​그린은 그냥 어두운 그린.​블랙은 다른 색상과 다르게 매트한 재질이에요. 다른 건 유리 코팅되어 광이 나는데 블랙은 매트해서 시크한 느낌. 개인적으로 여성은 라벤더 남성은 블랙 선호할 거 같아요.​그리고 사진엔 없지만 폴드.. 블랙과 그린이 언뜻보면 색상 구분이 안 돼요. 폴드 그린 색상 괜찮은 거 같아요. 블랙이랑 구분도 안 되지만 자세히 보면 살짝 그린 느낌이 올라오는 듯한 그런 느낌. 실버는... 삼성이 도대체 뭔 짓을 한 건가 싶을 정도로 들자마자 내려놨어요.​폴드 3 잠시 만져보니 UPC (=UDC)가 거슬려서 차라리 펀치홀이 난 거 같아요. 색감이 달라서 거슬리는게 아니라 검정화면 외에는 격주무늬가 너무 눈에 띄는데 거기서 빛을 쏘면 눈 아프고 그냥 뭐랄까 날 좀 보소 날 좀 보소 날 좀 보소~오오 거리는 느낌? ​폴드 3 구매 포인트는 s펜이더라구요. 언팩에서 다룬 것처럼 펜팁에 뭐가 부착되어있어요. 그 덕분인지 디프 직원분께 펜으로 쎄게 그어봐도 된다고 허락받고 막 화면에 갈겨썼는데 긁힘 자국 하나도 안 남았어요. 보호필름도 없었는데. 그리고 디스플레이가 진짜 바형 스마트폰 유리같아요.. 이거 개인적으로 소름...  아, 그리고 필기감도 탭s7랑 비교하면 개인적으로 폴드가 나았던 거 같아요.​워치도 봤는데 어떤 멍충이가 밝기를 최저밝기로 세팅해둔 탓에 밝기 키우려는데 그 조차도 화면이 안 보여서 (꺼진것처럼 진짜 어두워서) 디자인만 봤는데 클래식 일반 둘 다 예뻐요.​디프 직원 분에 따르면 베트남 공장에 뭔 일이 있고 물량이 부족할 수 있어서 오늘 미리 선결제 해서 물량 확보하고 17일 취소후 재결제 되어 24일에 바로 받아볼 수 있게 준비중이래요.​삼성카드 외에 다른 카드 구매시 삼성포인트 5만 포인트 적립 + 사은품, 삼성카드 구매시 포인트 나중에 현금화되어 최종 구매시 113만 얼마 정도 대략 115만원. 워치(일반)이랑 같이 구매시 최종 127만 얼마. 클래식은 안 되고.. 일반(액티브 모양)도 사이즈별로 금액 차이가 있을텐데 물어보는 거 깜빡했어요.​폴드 s펜과 화면 터치감 너무 끌리는데 전 UPC 빛 뿜은 격자무늬가 싫어서 패스.. 플립 블랙은 구매 해야만 할 것 같은... 참고로 디프에 50대 아주머니들도 와서 구매 많이 하시더라구요. 아주머니들이 이렇게 폰에 관심 보이는 거 처음 봤어요. 플립은 접었을 때 그립감도 좋고 닫힌 화면 삼페도 되고 디자인은 진짜 독보적이고 AP 성능은 모르겠지만 게임만 안한다면 진짜 역대급 스마트폰이란 생각이 듭니다",2021.08.12. 13:29
22,폴드3 UDC품질에 실망하고 플립3 갑니다.,부푼마음 안고 폴드3 / 플립3 구경하러갓는데 ​폴드3 UDC 품질보고 사고싶은마음싹사라졋네요​어느각도에서도 선명하게보입니다. 심지어영상을 틀어도 선명히보이는거면​아직은 시기상조인기술인거같습니다.,2021.08.12. 13:11
23,폴드3 만져보고왔습니다,"​



 





















 



오늘 태블릿 수리맡긴거 찾는김에 살펴보고왔는데디자인이나 빌드퀄리티가 전작도 좋다생각했는데훨씬 좋아졌네요다만 가장 중요한 포인트중 하나였던 UDC가 기대이하였습니다생각보다 많이 거슬리네요...펀치홀처럼 그냥 카메라 모양도 아니고 자글자글하게 튀니깐 좀 이상하더라고요(점심시간에 잠깐 시간내서 보고온거라 많이 사용 안해봐서 그렇게느낄수도있습니다)​​​



 














플립은 전작대비 좋아진게 너무많은것같습니다(특히 디자인이 역대급이에요)개인적으로 1세대는 디자인이 그닥이라생각했는데 3는 대박이네요​둘중에 하나 사려하는데 고민되네요​",2021.08.12. 12:52
24,고민하다 집에갑니다.,"직원분이 구매가능하다고하여 색깔 고민중에 카페글 올리고나니 알게 되었네요.  바로 가지고 갈수가 없다는 것을.... ㅋ오늘 실물보니 음..  바로 결정이 안되네요...  조금 더 지켜보다가 당일 구매 가능한날에와서 바로 구매해야겟네요.  이번 플립3  너무 맘에드네요..  



 




































검정은 제외라;;;;;",2021.08.12. 12:14
25,"폴드3,플립3,워치4 (디프 실물 후기)",,2021.08.12. 10:51
26,"폴드2 보호필름 붙이러갔다 플립, 폴드3 간단히 만져보고 왔어요.","​​​​폴드2 보호필름에 묻은 먼지를 마스킹테이프로 때다가... 날라가서​서비스센터 달려가서 쿠폰으로 필름 붙이는겸 플립, 폴드3 보고 왔습니다.​삼성프라자에는 아마 S펜까지 구비가 되어있겠지만, 서비스센터는 기기만 있네요.​폴드2 와 비교하면 은근 수정된 부분이 꽤 보입니다.​폴드2는 테두리가 헤어라인이 있는데 폴드3는 테두리 부분이 매트한 알루미늄 느낌이네요.​​헤어라인도 충분히 고급스럽지만, 폴드3가 스크레치에는 좀더 강해보입니다.힌지부분도 폴드3이 좀더 작아졌네요.​UDC 도 창을 띄우면 카메라를 색에 맞춰 가려줄려고 노력하는것도 보이구요 ㅋㅋㅋ​일단 마음에 드는건 방수지원과 S펜 지원인데...​​S펜이 폴드3 전용으로 제작된거라 일반 S펜 사용하면 기스가 엄청나고 화면이 나갈수도 있겠어요.​게다가 센터직원분 하는말이 전용 S펜 가격이 15장이나 된다고...​(아마 블투S펜 말씀하신거 같은데 그래도 비싸긴하네요 ㄷㄷ)​급하게 서비스센터 방문해서 잠시 만져본거라 필름의 개선점이나화질차이점은 느껴볼세없이 나온게 아쉬워요.​플립도 전작에 비해 작은화면이 커지긴했는데 친구가 보고 하는말이 ​삼성 비스포크 가전제품 보는거 같다고 ㅋㅋㅋㅋ​​ps. 깜박하고 필름 바꾼 이야기를 안했군요.화질면에선 비슷비슷한거같은데 출고당시 필름과 비교하면 매우 매끄러워졌습니다.바꾸기전에는 화면에 문질문질하면 마찰이 있는 느낌이였는데바꾼후에는 거의 마찰 저항없이 매끄럽네요 ㅎㅎ",2021.08.12. 10:45
27,지금 디플입니다.,"​



 




































​블랙 보러 왔는데 실제로 보니 라벤더도 예쁘네요..;​색상 궁금하실까봐 올려요~​혜택은 아직 모르겠네요. 직원분들이 다들 바쁘셔서..​결국 블랙으로 했습니다.​참고로 현대, 국민, 우리카드만 12개월 무이자 되고 삼성카드는 6개월 무이자만 되니 참고하시길 바랍니다.​혜택으로는​케이스 2개파손 70 + 30 = 100 (1년 이내 사용)갤럭시 버즈 화이트​입니다.​​질문/추천 금지 X",2021.08.12. 10:39
28,디프 다녀왔습니다,아홉시반정도에 왔는데 여기 지점 플립 예약자는 제가 첫번째고폴드는 벌써 세 분 하셨다네요 ㅋㅋ가격(삼카할인)은 생각보다는 높네요 ​아 색상은 그린했는데 다른색도 블랙처럼 무광이면 더 고급스러웠을텐데 ㅠㅠ 유광이라 아쉬워요,2021.08.12. 10:15
29,폴드 색상+플립 AOD 됩니다!,"민팃은 최대 +15만원인데아직 기종별 금액이 안 나왔네요~~~​​



 
















 



​이번 블랙 좀 예쁘네요 ㅎㅎㅎㅎㅎㅎ어제 사진 올리고 싶어 죽는줄 🥲​



 

























​힌지 틈만큼 벌려보면 이 정도 됩니다~~​



 

























​AOD 된다 안된다 얘기 있었는데 돼요!!",2021.08.12. 09:20
30,Z 플립3 실기 후기,"누가 이번 언팩의 주인공을 폴드3라고 했나요?  이번 주인공은 아쉽게도 Z 플립 3입니다.  1. 디자인 9.0점 그냥 미쳤습니다. 유, 무광 할 것 없이 그냥 예뻐요. 어느 색을 골라도 후회 안하실 거라 자신합니다. 단단하니 잡을 때 촉감도 좋고 크기도 적절합니다.  전면 디스플레이의 사이즈가 상당해졌어요. 셀카 찍기에 크게 부족하지 않고 동영상 촬영도 됩니다. 삼성이 고심 많이 한게 티나요.  다만 주름은 아직 전작보다 낫다 뿐이지 부족합니다.  2. 종합  디스플레이 자체는 삼성이니 품질이야 가타부타 할 말이 없고 밸런스 되게 괜찮습니다. 가격 대비 성능, 품질, 디자인 삼박자 딱  맞네요. 이거 잘 팔릴겁니다.   버즈2는 아직 실기가 없어 듣진 못했는데 디자인은 나쁘지 않아요. 근데 전 이런 투톤은 별로라 ...",2021.08.12. 17:31
