,0,1,2
10,알리에서 구입한 탈부착식 마그네틱 종이질감필름 만족합니다.,"아이패드 5세대 12.9인치 사용중이고, 필기를 어느정도 하는 편입니다.액정 필름 사용 안하는 중이며, 그 동안은 그냥 펜슬에 팁을 끼우고 쓰거나 생펜으로 썼다가필사 겸 공부를 할까 싶어서 종이질감필름을 붙이려고 했으나, 저는 화질 저하가 너무나도 싫기 때문에 케이스를 살 때 공짜로 준 ㅋㅇㅇ 종이질감필름을 개봉도 하지 않았습니다.​그래서 필기감도 높이고 화질도 저하되지 않는 방법이 뭐가 있을까 하다가지나가다가 본 탈부착식 마그네틱 종이질감필름을 샀습니다.국내 제품은 펀딩으로 하는 40000원 가까이 되는 제품이 있었지만 가격이 너무 비싸서 패스하고알리에서 이것저것 쿠폰먹여서 15000원 정도 되는 제품을 10000원에 구입했습니다.​구매하고 일주일 좀 지나서 받았고, 탈부착이 자유롭고 필기감도 많이 향상되었네요. ^^다만 판매자가 새 제품 아니고 개봉된 제품을 테이프로 다시 재포장해서 보낸 것 같아 기분이 상했었구요,다른 종이질감 필름을 써본적이 없어서 필기감이 얼마나 좋은지는 모르겠습니다. 화질은 약간 자글자글해서 화질이 좀 저하되긴 합니다. 터치나 다른 조작은 잘 되고, 지문도 거의 안묻어서 좋네요.​영상볼 때는 떼서 선명하게 보고, 필기할 땐 붙여서 필기감 높이면 될 거 같아요. ^^ 만원으로 가성비 좋아요!



 














​",2021.08.09. 16:30
11,널 개봉할지 말지…,너무 비싸서 무서움;;,2021.08.09. 15:31
12,아이패드 휨 교정,저가 지금 아이패드 프로 11인치 1세대를 열심히 쓰고 있는데 케이스를 끼우자니 너무무거워서 요즘은 빼고 쓰고있습니다뭔가 영상볼때 패드가 살짝 휜거 같아서 마음이 너무 아픈데 이거 케이스끼면 좀 나아질까요??ㅠㅠ,2021.08.08. 23:49
13,굿노트 뮤트파스텔 프리셋 팔레트 색상 공유!(펜+하이라이터 51색),"​​​안녕하세요! 제가 즐겨쓰는 굿노트 프리셋 팔레트를 고대로 가져왔습니다ㅎㅎ(사실 굿노트가 요즘 이상해서 자꾸 프리셋이 초기화 되는 바람에ㅠㅠ 아예 팔레트를 만들게 되었네요..)​저는 주로 파스텔/뮤트톤 색상 위주로 필기를 하는데요, 혹시 취향이 비슷하신 분들 계시면 유용하게 쓰실 수 있을 것 같아용><​



 














요로코롬 적용한 모습ㅎㅎ​​​팔레트(펜)​BLUE50657B95ABC1B9C8D6​LIGHT BLUE779DAFAFCAD8CDE3ED​PEACHBE8A83DA9A99E0BFB8​PINKD198A4E6C5C7F4DBE5​GREEN7A886D9FAE92C4DBE5​MINT829B9392B6AAB4DACD​BROWNA09888B6A17BDBCEB7​LILAC807088A18EABC6B7CE​​​​팔레트(하이라이터)*실제 색상은 색상표를 참고해주세요!​BLUEA8BAD5D0D7E7D8E5F0​LIGHT BLUEACE0EBD2F1F7EBFFF5​MINTCDEADDD7F9E9EBFFF5​GREENABC5AAC1DBBEDAEBD9​PEACHDFADA4F1CDC2FFE8E8​PINKE3C1D4F7DAECFFEDF8​LILACDBCDE4ECDDF6FAF1FF​LEMONFAFA79FFFCAFFFFFDB​BEIGED1B384E6CA9DF2E1C6​​​​​



 














자꾸 설정 초기화 되는 굿노트 때문에 화나서 만든 분노의 팔레트....굿노트가 이걸 보고 있다면 젭알 다른 기능 말고 이거 해결 해주세요ㅠㅠ 엉엉​그럼 모두모두 좋은 하루되세용~~​​​",2021.08.08. 21:37
14,ipados 15 스테레오 공간화 진짜 좋네요,이어폰 안낀줄 알았어요 ㅋㅋㅋㅋㅋ 에어팟프로 사길 잘했다는 생각이 드네요,2021.08.08. 15:31
15,혹시 밝기오류 있으신 분들 계실까요?,프로 11인치 3세대 사용중인데 패드를 키면 처음에 어두웠다가 1초정도 뒤에 원래대로 돌아오네요.. 그 이후엔 사용중에는 불편함이 없고 화면 껐다 킬때만 그러네요전원 자체를 껐다가 다시 키면 그런 현상이 없다가 며칠 지나면 다시 그런 현상이 발생합니다.. 원래 14.6이었는데 어젯밤에 14.7.1로 업글했는데도 이건 그대로네요사용 자체는 문제가 없지만 괜히 신경쓰이는데요.. 혹시 저랑 같은 증상이신분들 계실까요? ㅠㅠ,2021.08.08. 12:02
16,아이패드 프로11인치 3세대 하루 써본 후기,전에 사용하던 모델이 에어라서 120헤르츠랑 쿼드스피커 그리고 m1(썬더볼트) 기대했는데요음 결과는 이렇습니다.120헤르츠 주사율 차이는 뚫어지게 보면 차이 납니다. 근데 사실 잘모르겠어용 ㅋㅋ 기존 아이패드나 지금 아이폰 프로봐도 역체감?? 이런 느낌은 거의 없는듯해요. 물론 오래사용해서 익숙해지면 역체감 심해질듯​쿼드스피커는 대 만족입니다. 기존 아이패드는 에어라서 노래들을때 일부로 음량 많이 높여서 들었는데프로 스피커는 낮은 음량에서도 풍부한 음질을 보여주네요​m1칩은 정말 빠르긴합니다. ㅋㅋ 근데 아직 os가 못받쳐줘서 아쉽구 램도 아직 앱당 5기가로 제한되어서 아쉽네요리프레쉬 속도는 기존 칩셋들보다 확실히 빠른데 기존것들도 충분하다고 생각해요썬더볼트가 들어가서 그런가 허브썼을때 반응속도가 빨라진거 같아서 만족스럽습니다.​결론: 4세대 매물 엄청싸게 나온거 아닌이상 m1패드 추천합니다. 앞으로 최적화되면 껑충 뛸 녀석같습니다.발열 이슈있던데 11인치라 그런가 아직은 잘 모르겠습니다. 나중에 오래써보고 또 후기 써보도록하죠^^,2021.08.08. 00:47
17,프로4세대 구했는데 잘 산건가용,솔직히 셀룰러에 고용량 필요없긴한데 프로 4세대 256기가 셀룰러 모델 업어왔습니다​당근 매물에 128기가 와이파이 모델이 상대적으로 좀 비싼 느낌도 있었고 해서 냉큼 구매했지요 ㅎㅎ​펜슬이랑 케이스 필름 부착되어 있고 90만에 산거면 괜찮게 구매한건가용?​참.. 웃긴게 패드 사자마자 128기가짜리 와이파이 펜슬 포함 매물이 80에서 70으로 낮추셨더라고요 ㅜㅜ​관심목록에 추가 해둬서 알림뜨길래 어쩔 수 없이 보게 된… 배가 좀 아팠습니다 ㅋㅋㅋ​무튼.. 안드유저라 아이패드는 거의 2년만에 쓰는데 다시 쓰게 되니 좋군요 ㅎㅎ​,2021.08.07. 14:41
18,아이패드 프로 M1 너무 만족스럽네요.,"안녕하세요. 며칠전 아이패드 프로 M1 11인치 256 셀롤러 모델을 구입했습니다. ​회사에서는 주로 업무용 PC옆에 거치해서 동영상 감상, 웹서핑, SNS 등을 하고 있고 집에서는 노트북 옆에 두고 듀얼로 사용중입니다.​핸드폰은 아이폰을 사용하고 있으나 노트북 같은 경우 우리나라 환경상 아직까진 윈도우 운영체제가 범용성이 좋아서 서피스북2(윈도우계의 맥북) 13.5인치 1TB 16G 1050 모델 사용중입니다. 휴대성이랑 기존 노트북 때문에 12.9인치가 아닌 11인치 구매했지만 전혀 후회는 없네요.​사실 처음엔 아이패드를 활용성 때문에 구매를 고민했지만 요즘엔 아이패드 사길 잘했다고 생각합니다.​아이패드로 사진, 영상편집 등은 안하지만 웹서핑, 동영상 감상, SNS, 간단한 게임만 하기에도 저에겐 충분하고, 회사나 집에서 마치 듀얼 컴퓨터를 사용하는 느낌이 들어 만족스럽습니다.​​",2021.08.07. 12:36
19,하루만에 패드가 왔네요.,"5세대 12.9 2테라 스그 셀롤러 버전 입니다.사야지하고 벼루고 있다가 생각지도 않게 2테라를 덜컥 주문해버렸네요. 다음주나 올 줄 알고 추가 구매할건 생각 좀 해보고 주말에 결정해서 주문하자 했는데 어제 주문했던 패드가 오늘 오전에 와버렸네요 ㅋ부랴부랴 추가 구매한건 매직키보드 , 마그네틱 거치대(사과좋앟?님 추천) , 후면 필름(애케플 쓸꺼라 액정필름 X) , 극세사 클리너(손에 땀이많아서 지문때문에) 이렇게 주문했네요.애플펜슬은 조금 더 생각해보고 구매할까합니다.​그런데 생각보다 베터리가 엄청 빨리 다네요.풀로 충전해놓고 걍 켜놓고만 있어도 줄줄 다는 느낌입니다.업뎃을 시켜서 그런건지 아님 월래 빨리 다는건지 검색해서 좀 알아봐야겠네요.크롬만 사용했는데도 발열이 좀 있고 생각지도 못한 부분에서 좀 의아했지만 여튼 전에 쓰던 패드가 에어2여서 전체적인 부분은 완전 신세계네요.",2021.08.07. 01:38
20,결국...애케플 못들었어요ㅠㅠ,7월말까지 들었어야하는데.....최근 2주정도.....과장 좀 보태서 화장실도 못갈만큼 바빴어요ㅠㅠ지방 출장도 많았구요...​정신좀 차리고보니......8월-0-​프로3세대 애케플없이 고장안내고 잘 쓰긴했지만..5세대는 꼭 들어주려고 했거든요ㅠㅠ​매직키보드도 들고싶고...ㅠㅠ​2년......보물처럼 모시고 살아야겠어요~~,2021.08.07. 00:23
21,IPAD OS15 위젯이 좀 아쉽네요....,아무리 이쁘게 배치해보려해도... 뭔가 어색 ㅠ.ㅠ ㅋ​그리고 가로로 세팅후 세로로 변경하면... 위젯 위치가 엉망이 되네요;;;ㅋ​부디 정식버젼에선 위젯이 좀 더 이뻐지길 바래봅니다.,2021.08.06. 23:38
22,아이패드 프로 3세대 11인치 드디어 개봉했습니다 ㅎㅎ,드디어 m1 11인치 개봉했네요 프로라서 떨굴까 손 덜덜..이제 애케플 들어야겠네요 근데 마지막 사진에 흰색 점 저정도는 넘어가야하는 수준이겠죠..ㅋㅋㅋ 프로 사니깐 꼼꼼해지네요,2021.08.06. 16:47
23,드디어 저도 아이패드 프로 구입 했습니다!!!,고민하고 또 고민하다가 저도 아이패드 프로 5세대 왔습니다ㅎㅎ유툽+넥플리스 열심히 봐야겠습니다~~~~ 키보드 너무 좋아요!!!삼성노트북 그동안 고생했다...,2021.08.06. 14:22
24,프로5세대 12.9 쿠팡에서 하나 업어왔습니당..! 하지만 QC가...,"요즘 스트레스도 많이 받고.. 기변증이 슬금슬금 올라와서 기존에 쓰던 4세대 12.9는 처분하기로 하고 5세대로 넘어 왔습니다! ​쿠팡에서 로켓배송으로 하루만에 받으니까 너무 기분 좋더라구요! 기쁜 마음으로 이것저것 테스트 해보고 마감도 봤는데.....​화면 균일도나 스피커 카메라 등에 불량은 없는 것 같은데.. 뒷판에 멍이 들었네요..ㅠ 눈에 확 들어와요..이놈의 QC.... 이놈의 코스메틱 이슈!!!



 














​사진으로는 작은데 점 같은 불량이 빡빡 지워도 안사라지고.. 상단에 작게 찍힘 자국도 있고 정말 ㅜ프로4 세대 샀을 때도 카메라쪽에 코스메틱 이슈가 있어서 그냥 사용 했는데..이것도 그냥 내 운이려니 하고 사용해야겠습니다 ㅜ 이제 애플제품 사면 그냥 이런 이슈는 당연한거구나 생각해야겠습니다 무슨 개선은 없고 세대가 뒤로 갈 수록 QC가 개판이네요 정말..!!!!​어느분은 5번 교환도 했다는데.. 130만원 짜리가 뭐 이런 ㅜ .. 아무튼 화나네요!!​오늘 서비스센터가서 나중에 수리받을 때 거부 안당하게 미리 기록좀 남겨놔야겠습니다​맛점들 하세용 저는 더운날 서비스 센터 갔다오겠습니당",2021.08.06. 11:36
25,매직키보드와 스마트폴리오 둘 다 써본 소감….,아이패드프로 12.9인치 4세대와 아이패드 프로 11인치 2세대 사용중입니다.​항상 스마트폴리오만 쓰다가 이번에 기회가 생겨서 매직키보드를 써봤는데....​저는 개인적으로 불호네요 ㅠ​제가 맥북에어m1을 쓰고 있어서 그런지 모르겠는데...​일단 터치패드가 장난감처럼 느껴졌고...(맥북대비)​키감은 좋으나 무게나 휴대성이 너무 떨어져버려서...​이럴꺼면 맥북이 낫겠다 싶더라구요....​안그래도 11인치는 스마트폴리오 쓰는중이라 12.9인치에 매직키보드 추가할까고민하다가... 그냥 스마트폴리오로 구매하게될꺼같습니다..​물론 맥북없으신분들이나 경험못해보신분들께는 매직키보드가 좋은 선택이라 생각합니다.,2021.08.05. 20:50
26,아이패드 생애 최초 구입 및 간단 소감,"여태까지 아이폰만 쓰다가 이번에 M1 칩셋 달고 나온 아이패드에 관심이 가고 장만했네요.​사기전에 고민에 고민을 거듭하다가… 패드병이 안나아서 패드를 사게되었습니다. 역시 패드병은 패드를 구매해야 완치되네요ㅎ ​우선은 아이패드 12.9인치와 11인치 중에 엄청난 고민을 거듭한 결과.. 저에게는 사용목적상 11인치가 맞을 것 같더라구요. 회사 출퇴근시 자차 이용중이며, 백팩에 넣고 들고다녀야됩니다.​또한 아이패드 구입목적은 영상감상, 메신저, SNS, 게임(롤토체스 등)이 끝이기 때문에 12.9인치가 크게 필요없을 것 같더라구요. 근데 진짜 고민은 11인치로 선택 후 시작되었습니다..​셀롤러 VS 와이파이 = 셀로러(회사에 보안상 와이파이가 없어서 핫스팟으로 하려고 했으나 안정적인 셀롤러 선택)​용량 128 VS 256 = 128이 가장 가성비가 좋다고 생각했으나.. 5년정도 사용 할 생각이고 고용량 앱들이 많기 때문에 과감히 256으로 선택 ​스페이스 그레이 VS 실버 = 원래 어두운 계통을 좋아해서 스페이스 그레이 선택​매직키보드 VS 폴리오키보드 = 폴리오 키보드가 가격이 합리적이며, 가볍고 뒤집을 수 있어서 사려고 마음먹었고, 실물을 보기 위해서 프리스비 방문했습니다만.. 실물을 본 후 매직키보드 급선회했습니다. 이유는 폴리오키보드의 경우 타건감이 정말 형편없었고.. 애플의 미친듯한 트랙패드(제스쳐 등)의 부재가 컸습니다. 특히 매직키보드의 실물 깡패 디자인을 보니 안살 수 없었습니다. 정말 최고네요..​기타 악세사리 = 아이폰도 애플케어플러스를 가입 후 2년동안 생폰으로 쓰다가 리퍼를 받을 생각으로 스트레스 안받고 사용하고 있기 때문에 아이패드 프로도 동일하게 애플케어플러스 가입하였고, 앨정보호필름 기타 케이스는 일절 구매 안했습니다. 무엇보다 애플 제품은 생으로 쓸때 그 디자인 및 감촉이 최고로 만족스럽기 때문이죠. ​애플펜슬도 매직키보드에 따로 보관할 공간도 없고, 펜슬 쓸일이 없어서 구매 안했습니다. 매직 키보드 장착상태에서 부착하면 뭔가 따로 노는 느낌이 들더라구요 ㅠ​지금도 회사에서 사용하고 있는데 정말 만족감이 크네요. 어차피 제가 말한 용도로 샀기 때문에 불만은 없습니다.​​",2021.08.05. 11:27
27,결국 패드를,결국유투브 볼려고 패드를  샀지만 .. 잘써볼래요 ...,2021.08.05. 10:35
28,아이패드 프로 5세대 12.9,"애케플 든상태



 


무기명 투표 중필름이미 뗀 상태이니 그냥 쓰자기스나면 신경쓰여 사서붙여
                    투표하기
                

        투표자 보기
    
                투표자 0명
            
            확인
        
        전체 투표자 보기
    
                투표자 0명
            
            확인",2021.08.05. 09:54
29,아이패드. ㅠㅠㅠ...,"안녕하세요.. 아이패드 4세대 12.9인치 필름 없이 스마트 키보드 폴리오와 함께쓰는 유저입니다.. ​사용 목적 상 펜슬보다는 키보드를 많이 쓰게되다보니가격이 비싼 매직 키보드는 구매하지 못하고 ㅠㅠㅠ..​스마트 키보드 폴리오를 선물 받아 사용 하고 있는데, 자꾸화면에 키보드 자국이 남네요 ㅠㅠ.스트레스 스트레스 ​매번 닦아주기는 하지만, 그거 나름 대로 귀찮고..그렇다고 필름을 붙이자니..쌩패드의 맛을 잃어버리는것 같아.. 고민 되네요 ㅠㅠ​",2021.08.04. 16:54
30,에어4 중고 샀는데 거의 새거네요,중고 최상등급인데 택배박스 안에 에어캡 하나 없이 패드박스만 덩그러니 있길래 좀 그랬는데 막상 오픈하니 새거입니다. 오늘 날짜로 활성화 완료!!​,2021.08.04. 15:09
31,아이패드 프로 10.5 배터리 자가교체 해봤어요~,아이패드 프로 10.5 기존 배터리 효율이 87이어서 쓸때 배터리가 닳는게 눈에 띄여서 배터리 구입해서 자가교체 해봤슴다….. 교체하고 나니 싸이클 0에 효율 100퍼로 뜨네요. 작업 난이도는 상당히? 고난이도 였구요… 드라이기로 액정 열 지져서 배 따는데 성공+메인보드까지 분해 성공했다면 배터리 교체의 50%는 성공했다고 봅니다. 프로 모델이 일반 아이패드 배터리 교체하는 것보다 엄청 손이 많이 가더군요…. 배터리 교체하고 나니 배터리 오래 가서 좋네요~~~ 4만 천원으로 아이패드 배터리 교체했네욥!,2021.08.04. 12:36
32,아이패드와 매직키보드 리퍼,아이패드 4세대 12.9 와 매직키보드 12.9 해외출장 나가서 침수당한 후 이번에 한국으로 복귀하며2주간 격리 해제 되자마자리퍼 받았습니다.근 3달간 좀비상태였습니다 ㅠㅠㅠㅠ​​3세대는 애플케어 안들고 뽕뽑았는데4세대는 키보드와 함께 묶어서 그나마 폭탄은 면했네요신의 한수…..​매직 키보드는 케어없이 침수되면 새로 구매하신다 생각하시면 될거 같습니다​​,2021.08.03. 23:20
33,애케플 가입기간 놓쳐버렸네요 ㅠ..,5.24에 구매하고 6.2에 배송받자마자 애케플 든다는거 미루다가 오늘 확인해보니까 벌써 두달이 넘었더라구요..5세대 12.9인데 이제 진짜 모시듯이 써야하나 싶네요 ㅠ 왜 진작 미리미리 안 들어놨을까 너무 후회됩니다😂,2021.08.03. 12:30
34,매직키보드 블랙 관리,매직키보드 뽐뿌가 심히 와서 지르려고 하는데요. 화이트가 심하게 끌리지만 이염걱정에 사용할때 전전긍긍할 저의 모습이 보여 포기했어요. ​근데 검색해보니 블랙도 얼룩과 먼지가 잘 낀다고하는데 물티슈같은걸로 쓱 닦아주면 다시 깨끗해지나요?​블랙 매키는 관리 쉬운지 사용해보신분 알려주시면 감사하겠습니다!,2021.08.03. 01:01
