,0,1,2
10,알리에서 구입한 탈부착식 마그네틱 종이질감필름 만족합니다,아이패드 세대 인치 사용중이고 필기를 어느정도 하는 편입니다액정 필름 사용 안하는 중이며 그 동안은 그냥 펜슬에 팁을 끼우고 쓰거나 생펜으로 썼다가필사 겸 공부를 할까 싶어서 종이질감필름을 붙이려고 했으나 저는 화질 저하가 너무나도 싫기 때문에 케이스를 살 때 공짜로 준 ㅋㅇㅇ 종이질감필름을 개봉도 하지 않았습니다그래서 필기감도 높이고 화질도 저하되지 않는 방법이 뭐가 있을까 하다가지나가다가 본 탈부착식 마그네틱 종이질감필름을 샀습니다국내 제품은 펀딩으로 하는 원 가까이 되는 제품이 있었지만 가격이 너무 비싸서 패스하고알리에서 이것저것 쿠폰먹여서 원 정도 되는 제품을 원에 구입했습니다구매하고 일주일 좀 지나서 받았고 탈부착이 자유롭고 필기감도 많이 향상되었네요 다만 판매자가 새 제품 아니고 개봉된 제품을 테이프로 다시 재포장해서 보낸 것 같아 기분이 상했었구요다른 종이질감 필름을 써본적이 없어서 필기감이 얼마나 좋은지는 모르겠습니다 화질은 약간 자글자글해서 화질이 좀 저하되긴 합니다 터치나 다른 조작은 잘 되고 지문도 거의 안묻어서 좋네요영상볼 때는 떼서 선명하게 보고 필기할 땐 붙여서 필기감 높이면 될 거 같아요  만원으로 가성비 좋아요,2021.08.09. 16:30
11,널 개봉할지 말지,너무 비싸서 무서움,2021.08.09. 15:31
12,아이패드 휨 교정,저가 지금 아이패드 프로 인치 세대를 열심히 쓰고 있는데 케이스를 끼우자니 너무무거워서 요즘은 빼고 쓰고있습니다뭔가 영상볼때 패드가 살짝 휜거 같아서 마음이 너무 아픈데 이거 케이스끼면 좀 나아질까요ㅠㅠ,2021.08.08. 23:49
13,굿노트 뮤트파스텔 프리셋 팔레트 색상 공유펜하이라이터 색,안녕하세요 제가 즐겨쓰는 굿노트 프리셋 팔레트를 고대로 가져왔습니다ㅎㅎ사실 굿노트가 요즘 이상해서 자꾸 프리셋이 초기화 되는 바람에ㅠㅠ 아예 팔레트를 만들게 되었네요저는 주로 파스텔뮤트톤 색상 위주로 필기를 하는데요 혹시 취향이 비슷하신 분들 계시면 유용하게 쓰실 수 있을 것 같아용 요로코롬 적용한 모습ㅎㅎ팔레트펜 팔레트하이라이터실제 색상은 색상표를 참고해주세요  자꾸 설정 초기화 되는 굿노트 때문에 화나서 만든 분노의 팔레트굿노트가 이걸 보고 있다면 젭알 다른 기능 말고 이거 해결 해주세요ㅠㅠ 엉엉그럼 모두모두 좋은 하루되세용,2021.08.08. 21:37
14,스테레오 공간화 진짜 좋네요,이어폰 안낀줄 알았어요 ㅋㅋㅋㅋㅋ 에어팟프로 사길 잘했다는 생각이 드네요,2021.08.08. 15:31
15,혹시 밝기오류 있으신 분들 계실까요,프로 인치 세대 사용중인데 패드를 키면 처음에 어두웠다가 초정도 뒤에 원래대로 돌아오네요 그 이후엔 사용중에는 불편함이 없고 화면 껐다 킬때만 그러네요전원 자체를 껐다가 다시 키면 그런 현상이 없다가 며칠 지나면 다시 그런 현상이 발생합니다 원래 이었는데 어젯밤에 로 업글했는데도 이건 그대로네요사용 자체는 문제가 없지만 괜히 신경쓰이는데요 혹시 저랑 같은 증상이신분들 계실까요 ㅠㅠ,2021.08.08. 12:02
16,아이패드 프로인치 세대 하루 써본 후기,전에 사용하던 모델이 에어라서 헤르츠랑 쿼드스피커 그리고 썬더볼트 기대했는데요음 결과는 이렇습니다헤르츠 주사율 차이는 뚫어지게 보면 차이 납니다 근데 사실 잘모르겠어용 ㅋㅋ 기존 아이패드나 지금 아이폰 프로봐도 역체감 이런 느낌은 거의 없는듯해요 물론 오래사용해서 익숙해지면 역체감 심해질듯쿼드스피커는 대 만족입니다 기존 아이패드는 에어라서 노래들을때 일부로 음량 많이 높여서 들었는데프로 스피커는 낮은 음량에서도 풍부한 음질을 보여주네요칩은 정말 빠르긴합니다 ㅋㅋ 근데 아직 가 못받쳐줘서 아쉽구 램도 아직 앱당 기가로 제한되어서 아쉽네요리프레쉬 속도는 기존 칩셋들보다 확실히 빠른데 기존것들도 충분하다고 생각해요썬더볼트가 들어가서 그런가 허브썼을때 반응속도가 빨라진거 같아서 만족스럽습니다결론 세대 매물 엄청싸게 나온거 아닌이상 패드 추천합니다 앞으로 최적화되면 껑충 뛸 녀석같습니다발열 이슈있던데 인치라 그런가 아직은 잘 모르겠습니다 나중에 오래써보고 또 후기 써보도록하죠,2021.08.08. 00:47
17,프로세대 구했는데 잘 산건가용,솔직히 셀룰러에 고용량 필요없긴한데 프로 세대 기가 셀룰러 모델 업어왔습니다당근 매물에 기가 와이파이 모델이 상대적으로 좀 비싼 느낌도 있었고 해서 냉큼 구매했지요 ㅎㅎ펜슬이랑 케이스 필름 부착되어 있고 만에 산거면 괜찮게 구매한건가용참 웃긴게 패드 사자마자 기가짜리 와이파이 펜슬 포함 매물이 에서 으로 낮추셨더라고요 ㅜㅜ관심목록에 추가 해둬서 알림뜨길래 어쩔 수 없이 보게 된 배가 좀 아팠습니다 ㅋㅋㅋ무튼 안드유저라 아이패드는 거의 년만에 쓰는데 다시 쓰게 되니 좋군요 ㅎㅎ,2021.08.07. 14:41
18,아이패드 프로  너무 만족스럽네요,안녕하세요 며칠전 아이패드 프로  인치  셀롤러 모델을 구입했습니다 회사에서는 주로 업무용 옆에 거치해서 동영상 감상 웹서핑  등을 하고 있고 집에서는 노트북 옆에 두고 듀얼로 사용중입니다핸드폰은 아이폰을 사용하고 있으나 노트북 같은 경우 우리나라 환경상 아직까진 윈도우 운영체제가 범용성이 좋아서 서피스북윈도우계의 맥북 인치    모델 사용중입니다 휴대성이랑 기존 노트북 때문에 인치가 아닌 인치 구매했지만 전혀 후회는 없네요사실 처음엔 아이패드를 활용성 때문에 구매를 고민했지만 요즘엔 아이패드 사길 잘했다고 생각합니다아이패드로 사진 영상편집 등은 안하지만 웹서핑 동영상 감상  간단한 게임만 하기에도 저에겐 충분하고 회사나 집에서 마치 듀얼 컴퓨터를 사용하는 느낌이 들어 만족스럽습니다,2021.08.07. 12:36
19,하루만에 패드가 왔네요,세대  테라 스그 셀롤러 버전 입니다사야지하고 벼루고 있다가 생각지도 않게 테라를 덜컥 주문해버렸네요 다음주나 올 줄 알고 추가 구매할건 생각 좀 해보고 주말에 결정해서 주문하자 했는데 어제 주문했던 패드가 오늘 오전에 와버렸네요 ㅋ부랴부랴 추가 구매한건 매직키보드  마그네틱 거치대사과좋앟님 추천  후면 필름애케플 쓸꺼라 액정필름   극세사 클리너손에 땀이많아서 지문때문에 이렇게 주문했네요애플펜슬은 조금 더 생각해보고 구매할까합니다그런데 생각보다 베터리가 엄청 빨리 다네요풀로 충전해놓고 걍 켜놓고만 있어도 줄줄 다는 느낌입니다업뎃을 시켜서 그런건지 아님 월래 빨리 다는건지 검색해서 좀 알아봐야겠네요크롬만 사용했는데도 발열이 좀 있고 생각지도 못한 부분에서 좀 의아했지만 여튼 전에 쓰던 패드가 에어여서 전체적인 부분은 완전 신세계네요,2021.08.07. 01:38
20,결국애케플 못들었어요ㅠㅠ,월말까지 들었어야하는데최근 주정도과장 좀 보태서 화장실도 못갈만큼 바빴어요ㅠㅠ지방 출장도 많았구요정신좀 차리고보니월프로세대 애케플없이 고장안내고 잘 쓰긴했지만세대는 꼭 들어주려고 했거든요ㅠㅠ매직키보드도 들고싶고ㅠㅠ년보물처럼 모시고 살아야겠어요,2021.08.07. 00:23
21,위젯이 좀 아쉽네요,아무리 이쁘게 배치해보려해도 뭔가 어색 ㅠㅠ ㅋ그리고 가로로 세팅후 세로로 변경하면 위젯 위치가 엉망이 되네요ㅋ부디 정식버젼에선 위젯이 좀 더 이뻐지길 바래봅니다,2021.08.06. 23:38
22,아이패드 프로 세대 인치 드디어 개봉했습니다 ㅎㅎ,드디어  인치 개봉했네요 프로라서 떨굴까 손 덜덜이제 애케플 들어야겠네요 근데 마지막 사진에 흰색 점 저정도는 넘어가야하는 수준이겠죠ㅋㅋㅋ 프로 사니깐 꼼꼼해지네요,2021.08.06. 16:47
23,드디어 저도 아이패드 프로 구입 했습니다,고민하고 또 고민하다가 저도 아이패드 프로 세대 왔습니다ㅎㅎ유툽넥플리스 열심히 봐야겠습니다 키보드 너무 좋아요삼성노트북 그동안 고생했다,2021.08.06. 14:22
24,매직키보드와 스마트폴리오 둘 다 써본 소감,아이패드프로 인치 세대와 아이패드 프로 인치 세대 사용중입니다항상 스마트폴리오만 쓰다가 이번에 기회가 생겨서 매직키보드를 써봤는데저는 개인적으로 불호네요 ㅠ제가 맥북에어을 쓰고 있어서 그런지 모르겠는데일단 터치패드가 장난감처럼 느껴졌고맥북대비키감은 좋으나 무게나 휴대성이 너무 떨어져버려서이럴꺼면 맥북이 낫겠다 싶더라구요안그래도 인치는 스마트폴리오 쓰는중이라 인치에 매직키보드 추가할까고민하다가 그냥 스마트폴리오로 구매하게될꺼같습니다물론 맥북없으신분들이나 경험못해보신분들께는 매직키보드가 좋은 선택이라 생각합니다,2021.08.05. 20:50
25,아이패드 생애 최초 구입 및 간단 소감,여태까지 아이폰만 쓰다가 이번에  칩셋 달고 나온 아이패드에 관심이 가고 장만했네요사기전에 고민에 고민을 거듭하다가 패드병이 안나아서 패드를 사게되었습니다 역시 패드병은 패드를 구매해야 완치되네요ㅎ 우선은 아이패드 인치와 인치 중에 엄청난 고민을 거듭한 결과 저에게는 사용목적상 인치가 맞을 것 같더라구요 회사 출퇴근시 자차 이용중이며 백팩에 넣고 들고다녀야됩니다또한 아이패드 구입목적은 영상감상 메신저  게임롤토체스 등이 끝이기 때문에 인치가 크게 필요없을 것 같더라구요 근데 진짜 고민은 인치로 선택 후 시작되었습니다셀롤러  와이파이  셀로러회사에 보안상 와이파이가 없어서 핫스팟으로 하려고 했으나 안정적인 셀롤러 선택용량     이 가장 가성비가 좋다고 생각했으나 년정도 사용 할 생각이고 고용량 앱들이 많기 때문에 과감히 으로 선택 스페이스 그레이  실버  원래 어두운 계통을 좋아해서 스페이스 그레이 선택매직키보드  폴리오키보드  폴리오 키보드가 가격이 합리적이며 가볍고 뒤집을 수 있어서 사려고 마음먹었고 실물을 보기 위해서 프리스비 방문했습니다만 실물을 본 후 매직키보드 급선회했습니다 이유는 폴리오키보드의 경우 타건감이 정말 형편없었고 애플의 미친듯한 트랙패드제스쳐 등의 부재가 컸습니다 특히 매직키보드의 실물 깡패 디자인을 보니 안살 수 없었습니다 정말 최고네요기타 악세사리  아이폰도 애플케어플러스를 가입 후 년동안 생폰으로 쓰다가 리퍼를 받을 생각으로 스트레스 안받고 사용하고 있기 때문에 아이패드 프로도 동일하게 애플케어플러스 가입하였고 앨정보호필름 기타 케이스는 일절 구매 안했습니다 무엇보다 애플 제품은 생으로 쓸때 그 디자인 및 감촉이 최고로 만족스럽기 때문이죠 애플펜슬도 매직키보드에 따로 보관할 공간도 없고 펜슬 쓸일이 없어서 구매 안했습니다 매직 키보드 장착상태에서 부착하면 뭔가 따로 노는 느낌이 들더라구요 ㅠ지금도 회사에서 사용하고 있는데 정말 만족감이 크네요 어차피 제가 말한 용도로 샀기 때문에 불만은 없습니다,2021.08.05. 11:27
26,결국 패드를,결국유투브 볼려고 패드를  샀지만  잘써볼래요,2021.08.05. 10:35
27,아이패드 프로 세대,애케플 든상태 무기명 투표 중필름이미 뗀 상태이니 그냥 쓰자기스나면 신경쓰여 사서붙여                    투표하기                        투표자 보기                    투표자 명                        확인                전체 투표자 보기                    투표자 명                        확인,2021.08.05. 09:54
28,아이패드 ㅠㅠㅠ,안녕하세요 아이패드 세대 인치 필름 없이 스마트 키보드 폴리오와 함께쓰는 유저입니다 사용 목적 상 펜슬보다는 키보드를 많이 쓰게되다보니가격이 비싼 매직 키보드는 구매하지 못하고 ㅠㅠㅠ스마트 키보드 폴리오를 선물 받아 사용 하고 있는데 자꾸화면에 키보드 자국이 남네요 ㅠㅠ스트레스 스트레스 매번 닦아주기는 하지만 그거 나름 대로 귀찮고그렇다고 필름을 붙이자니쌩패드의 맛을 잃어버리는것 같아 고민 되네요 ㅠㅠ,2021.08.04. 16:54
29,아이패드 프로  배터리 자가교체 해봤어요,아이패드 프로  기존 배터리 효율이 이어서 쓸때 배터리가 닳는게 눈에 띄여서 배터리 구입해서 자가교체 해봤슴다 교체하고 나니 싸이클 에 효율 퍼로 뜨네요 작업 난이도는 상당히 고난이도 였구요 드라이기로 액정 열 지져서 배 따는데 성공메인보드까지 분해 성공했다면 배터리 교체의 는 성공했다고 봅니다 프로 모델이 일반 아이패드 배터리 교체하는 것보다 엄청 손이 많이 가더군요 배터리 교체하고 나니 배터리 오래 가서 좋네요 만 천원으로 아이패드 배터리 교체했네욥,2021.08.04. 12:36
30,아이패드와 매직키보드 리퍼,아이패드 세대  와 매직키보드  해외출장 나가서 침수당한 후 이번에 한국으로 복귀하며주간 격리 해제 되자마자리퍼 받았습니다근 달간 좀비상태였습니다 ㅠㅠㅠㅠ세대는 애플케어 안들고 뽕뽑았는데세대는 키보드와 함께 묶어서 그나마 폭탄은 면했네요신의 한수매직 키보드는 케어없이 침수되면 새로 구매하신다 생각하시면 될거 같습니다,2021.08.03. 23:20
31,매직키보드 블랙 관리,매직키보드 뽐뿌가 심히 와서 지르려고 하는데요 화이트가 심하게 끌리지만 이염걱정에 사용할때 전전긍긍할 저의 모습이 보여 포기했어요 근데 검색해보니 블랙도 얼룩과 먼지가 잘 낀다고하는데 물티슈같은걸로 쓱 닦아주면 다시 깨끗해지나요블랙 매키는 관리 쉬운지 사용해보신분 알려주시면 감사하겠습니다,2021.08.03. 01:01
32,아이패드 애케플 악세서리 귀속 관련 문제,저는 현재 맥북프로  인텔 아이패드 프로 세대  프로 세대  이렇게 가지고 있습니다 이중 아이패드 프로 세대 만 현재 애케플을 들어둔 상태입니다 패드 구입 후 정확히 일째 되는 날에 전화상으로 가입했어요 그렇게 년 정도 사용하다가 최근 년차 보층 횟수 개가 소멸될 시점이 다가와서 리퍼 받으려다가 황당한 경험을 해서 여기에 올려봅니다 무려 월부터 월말까지 꽤나 긴 기간동안 이 문제때문에 멘탈이 와르르결론부터 말씀드리면 애플케어 관련 애플코리아의 행태가 아주 개막장이 아닌가 싶어요 많은 분들이 아이패드용 애플케어플러스원에 악세서리를 추가로 귀속시켜서 사용할 수 있다는걸 알고 계시는데 몇 개까지 귀속이 가능한지는 의견이 분분하더라고요 개만 된다는 분도 계시고 개 된다는 분도 계시고저도 이거 관련해서 애플에 전화했을 때 상담사마다 다 다르게 얘기하는걸 듣고 어안이 벙벙했습니다 우선 저의 경우 애플케어를 최초 가입할 때 가입 담당 상담사가 직접 애플케어에 악세서리를 개까지 귀속이 가능하다는 설명을 들었습니다 보통은 키보드스마트폴리오매직키보드랑 펜슬을 많이 사용을 하시는데 저도 스마트키보드 폴리오랑 애플펜슬을 패드 살 때 같이 구매했기에 상담사분께 말씀을 드렸더니 두 제품의 시리얼 넘버를 전부 다 불러달라고 했고 패드에 악세서리 두개 다 귀속됐다는 얘기를 듣고 신청이 다 된 줄 알았습니다 그리고 년차 보증이 거의 다 끝나갈 때쯤 폴리오 키보드는 패드를 거치해두는 쪽 코팅 고무마감이 벗겨지는 범위가 점점 커졌고 펜슬은 입력이 몇분 간격으로 끊기고 과하게 뜨거워지는 현상이 생겼습니다 종강도 했겠다 펜슬보다는 거치대로도 쓰는 키보드폴리오가 심각하다 싶어 구매영수증보관해두길 잘했이랑 패드랑 바리바리 들고 가로수길 지니어스바 예약해서 방문했습니다 그런데 이게 웬걸 펜슬은 귀속이 되어있는데 키보드는 귀속이 안 되어있답니다 저는 전화로 시리얼넘버 다 불러줬고 등록 다 됐다니까 끝난 줄 알았어요 애케플 구매 영수증도 이메일로 다 받아봤으니까이때부터 애케플 부서지니어스바저 셋의 공방전이 시작됩니다 저는 당연히 애케플 들때 다 했는데 리퍼가 안 된다니 이게 무슨 개소리냐를 시전했고 지니어스바는 등록 안 된 애는 리퍼 ㄴㄴ라며 말이 안 통했습니다 제가 너무 열받아서 그럼 이걸 내가 알아봐야 하냐 당신들이 알아보고 나한테 규정을 얘기해주고 지금 당장 애케플 팀이랑 전화연결 해줘라 라고 요구했습니다 제가 맨 처음에 만난 이 지니어스바 직원에게 애케플에 대해 설명을 들으려 하니 자기도 잘 모른다고 황당한 소리를 하더라구요 머리를 포니테일로 묶고 안경 쓴 분이셨습니다 순간 영어로 말해야 알아들으려나 하다가 그냥 침착하게 다른 아는 직원이든 뭐든 다 동원해서 설명을 좀 해달라고 했습니다 그 직원분도 이리뛰고 저리뛰고 하셔서 막 물어보시더라고요 그리고 이 직원분 통해서 애케플 부서에도 연락이 닿았습니다 평소에 전화걸면 죽어라 안 받는 그 부서가 직원분 통하니까 금방 전화가 저한테 왔어요 뭐 역시나 이 애케플 직원도 등록이 안 되어있다를 시전그렇게 한참을 입씨름을 하고 설명을 듣고 하다가 다른 엔지니어분 통해 들은 차 결론은 개만 귀속이 가능하고 만약 악세서리를 개 갖고 있는데 개 중 하나의 애케플 적용을 원할 경우 지니어스바 방문 전에 애케플 부서로 먼저 전화연락을 해서 기존에 등록했던 개를 빼고 새로 적용할 악세서리로 바꿔줘야 한다는 거였습니다 예를 들어 처음 애플펜슬을 귀속시켜 놨는데 키보드가 말썽이면 전화해서 키보드로 바꾸겠다고 말을 하고 그 다음에 가로수길을 방문해야 된다는 얘기였죠 물론 저는 애케플 가입 당시에는 한번도 들어본 적 없는 신박한 개소리여서 이게 무슨 일인가 싶었습니다 제가 이해가 안 된다고 하니까 가로수길 직원이랑 애케플 부서 직원이랑 둘 다 좀 더 알아보고 다시 얘기해 주겠다고 했고 한 분 기다린 끝에 차 설명을 들었습니다 원래 개 등록이 맞고 처음 개는 불가능하며 그때 그때 애케플 적용 악세서리를 바꿔줘야 한다는 것인데 중요한 건 처음 한 번만 애케플 팀에 전화를 해두면 그 후에는 지니어스바 방문 때 사전 전화 없이 방문해도 엔지니어가 알아서 귀속 대상을 그때 그때 펜슬키보드로 바꿀 수 있다는 얘기였습니다 그러니까 악세서리 관련 애케플 적용을 받을 때 처음 한번만 귀찮고 나머지는 가로수길 오면 알아서 해준다는 거였어요 그래야 애플에서 제가 악세서리 두개를 갖고있다는걸 알 수 있다나 뭐라나그렇게 폭풍같은 월말이 지나고 월 말 자격증 시험 공부때문에 펜슬 쓸 일이 많아졌는데 이제는 펜슬이 맛이 가기 시작했습니다 충전하려고 붙여두면 핫팩마냥 뜨거워지고 끊김 현상이 매우 심했어요 그래서 또 가로수길 지니어스바 예약을 했습니다 애케플도 있겠다 맘편히 쓰자는 마인드였으니까요 근데 이게 웬걸 처음 만난 엔지니어는 다짜고짜 내눈엔 안 보이니 리퍼 ㄴㄴ를 시전합니다 열받았지만 참고 이래저래 하다가 다른 엔지니어 통해서 리퍼를 진행하게 되었습니다 펜촉 빼보니 안에 금속 부분이 제가 자주 힘주던 방향으로 휘었더라구요ㅜㅜ 암튼 그래서 이제 편하게 리퍼 하겠다 싶었는데 갑자기 엔지니어가 펜슬 등록이 안 돼서 리퍼가 불가능해요라는겁니다 이게 무슨 쌉소린가 싶어 또 입씨름을 해보니 이번 엔지니어는 애케플에 대해서 저번 직원이랑은 정반대의 얘기를 합니다 원래 두개 다 귀속 가능한데 왜 안해두셨냐고 합니다 제가 그래서 저번에 겪은 일들을 다시 재방송 해드렸더니 그래도 개가 원래 가능하다며 잘못 안내받은것 같다고 하네요 그래서 저도 또 슬슬 열이 받아 제가 그동안 지니어스바 방문해서 뭔가 받은 기록이 있을 테니 그럼 그걸 봐달라고 했습니다 엔지니어분이 제 히스토리를 쭉 보시더니 악세서리가 최근에 키보드로 바뀌어서 펜슬이 아직 적용이 안 됐다고 말씀해 주셨어요 그래서 또 제가 저번에 들은 설명 그대로 읊으면서 그건 여기서 해준다고 했다고 하니까 이분은 또 애케플 적용 관련은 고객과 보험계약팀간의 단독 문제라고 가로수길에서 터치 불가능이라고 합니다 결국 저는 뚜껑이 열렸고 여기서 몇시간이고 기다릴테니까 직원분한테 직접 제대로 알아서 설명을 해달라고 부탁드렸습니다 그렇게 한시간 후 제가 들은 최종 결론은 애케플에는 원래부터 악세서리 개 다 귀속이 가능한데 지금 모종의 이유로 애케플 계약 팀에는 한개만 귀속 가능한걸로 되어 있다 이 문제가 언제 해결될지는 모르고 그렇기 때문에 당분간 아이패드에 개의 악세서리를 사용하면서 애케플을 가입한 고객에 한해서 전산상으로 해당 고객의 애플케어 악세서리가 개만 뜨더라도 지니어스바 엔지니어가 고객 방문 시 그 자리에서 리퍼사유이면 임의로 리퍼 진행 해주고 해당 케이스를 애플케어 계약부서에 후통보해서 전산등록하는 방식으로 진행해 주고 있다 라는 답을 들었습니다 결국 맨 처음 방문했을 때랑 묘하게 결론은 같은데 어쨌거나 결론은 애플케어 서버가 같다는 겁니다 이게 월 말의 일인데 제가 정말 황당했던 건 제가 이번에 만난 모든 애플 직원들이 전부 다 다르게 설명을 해줬다는 겁니다 고객이 모르기 때문에 당연히 애플에서 잘 알고 있어야 하는 부분인건데도 직원들마다 전부 다르게 알고있어요 그래도 마지막 엔지니어분은 끝까지 친절하게 해주셨어요 제가 그분께 이런 문제를 겪는게 하루이틀이 아니라 너무 지친다 돈을 안 낸것도 아니고 돈 다 냈는데도 이래야 되냐고 한탄하니까 그 직원분이 묵직하게 한 방을 날리시더라고요 직원분 왈 그러게요 명색이 대기업인데 운영방침이 뭐 이런식인지 저도 할 말이 없네요긴 글 읽어주셔서 감사해요 저는 다행히 영어를 쓸 일은 없었지만 분명 저와 비슷한 경험을 하신 분이 있을것 같아 공유하고자 글 올립니다 카페에 애케플 관련 질문 올라오는 글이 많던데 제 소소 하지만 황당한 경험이 도움이 되셨기를,2021.08.03. 00:58
33,팔고 그돈으로  프로인치샀는데,만원 더 들긴했는데 저한텐 이 조합 너무 좋네요ㅋㅋ 집에선 패드만 보고 폰은 들고만 다니고 ㅎㅎ,2021.08.02. 23:56
34,프로 세대  울트라샤프 필름 붙여봤어요,사놓고 침대에서 영상 시청용도로 쓰고 있는데 생으로 사용할까 하다가 잘 덤벙대는 저를 믿지 못해그냥 스코코에서 울트라샤프 필름 샀슴당필기보다는 영상 시청 위주로 하고 있어서 선명한 느낌의 필름을 원했는데화질도 좋으면서 저반사 기능까지 있다고 해서 바로 구입 필름을 부착할 때 기회는 한번이다생각하고 긴장하고 붙였는데 생각보다 잘 붙인거 같아서 만족스럽네요일단 필름 자체가 얇아서 그런지 난 분명 붙였는데 안붙인거 같은 느낌이 들었던지문은 조금 묻어나지만 선명한 화질의 영상을 위해서라면 포기할수 있는 부분 이더라구요 필름 부착후 모습테두리에 지문이 묻은건 필름을 붙였으니 어쩔수 없는거 같구 빛반사는 거의 없더라구요영상보다보면 조명 빛이 반사돼서 영상 볼 때 불편한데 그런게 없어서 만족그리고 색감도 그대로 잘 표현해 줘서 생으로 쓰는거나 다름이 없더라구요아이패드 프로사고 영상 시청용으로 봤던 아이패드 프로 이제 이거가지고 뭐라도 해볼게요 ㅎㅎ,2021.08.02. 15:19
35,아이패드가 아이폰보다 페이스아이디 인식거리 좀더 짧은가요,거의 똑같긴한데 아이폰이 한 정도더기네요 원래그런가요,2021.08.02. 14:47
