title,review,keyword,date
포코m3프로 사용기,   홍미노트 년개월 사용후포코프로 로 넘어왔습니다화면이 더 길어졌고 에서 로 와서 살짝더 빠르고 배터리도 더 오래갑니다카메라 화질은 비슷한거같고 에서 지원했던 기능도 됩니다근데  프레임 동영상촬영은 없어졌습니다 근데 어차피 프레임만쓰던거라 상관은 없습니다만왜 없앴는지 이상하네요필름 부착되있고 투명젤리케이스도 있어서 따로살건 없습니다프리티  따로 등록없이   문자 다 잘됩니다,스마트폰,2021.08.03. 20:33
포코 M3 듀얼심 가출,  포코  듀얼심    조합   조합번심과 번심 위치를 바꾸어도업데이트 하여도소용 없습니다가출하고 또 가출합니다그냥 마음 편히 유심 하나만 쓰세요하루에도 몇 차례 가출하여 비행기모드 수시로 누릅니다ㅠㅠ,스마트폰,2021.08.03. 16:11
[홍미노트10 pro] 샤오미폰만 4대째인 유저의 기기변경 후기,  일단은 기기변경 인증부터가 있지만 현재 쓰고 있다제 폰 변천사는 홍미노트중국내수  홍미노트  홍미노트정발  홍미노트정발입니다 샤오미폰을 쓰게된 계기 학창 시절엔 가난해서 였는데 사회에 나온 현재는 여러 장점들 때문에 가장 핵심적으로는 기기변경과 높은 자유도 때문 된다고 하는데 개판이고 걍 내가 고치는게 마음 편하다 내가 고칠 수 있다면 샤오미폰을 강력 추천하나 폰알못에게는 절때 추천하지 않는다  홍미노트 구매후기결론부터 말씀드리면 이 최고였다 디자인과 소프트웨어적인 면에서 둘다스펙 상향 카메라와 스피커 거기에 혹 했다 심지어 정발이라니 안 살이유가 없지 겁없이 덜컥 샀다그런데 메신저 어플 왜 이따구냐  전화 어플은 왜 또 이따군데 내 기본어플 왜 없으며 안깔리는데결정적으로 통화 자동녹음이 안되잖아 사고 나서야 알아버렸다그래도 장점을 적자면 홍미노트 에서는 오류도 있었고 헤이구글 이게 음성으로는 안됬엇는데 는 된다눈물나네 늘 그랬듯이 방법은 있다대째 사오면서 느낀 샤오미폰은 너도 나도 모르는 자잘한 버그가 너무 많다는 것근데 삼성도 그렇더라중국내수 도 사봤던 난데 벽돌도 수차례 겪고 다 해결했던 나인데구글어스도 해결했고 뭐든 다 방법은 있더라  홍미노트프로에서 통화 자동 녹음 가능할까요대한민국 모임의 시작 네이버 카페 이 게시글에 적힌 댓글에서 누가 친절히 설명해 주셨다 언락 이전에도 많이 했는데 그래도 시간 당첨됬다ㅎ귀찮다 이전처럼 폰 뭐 꾸미지도 않고 전화 문자 구글어스 회사 프로그램만 쓰는데 시간을 기다려야하나왜 나는 이걸 사서 또 예전처럼 고생하는가 싶다 진짜 하아 어짜피 벽돌되면 다 날라갈지도 모르는데 셋팅도 하기 싫고 애초에 셋팅하기 싫어서 산게 샤오미인데 일을 위해 그냥 깨진 이전폰으로 다시 넘어왔다 그 정도로 귀찮다 종합후기주변에서 가성비 폰을 추천하거든 홍미노트홍미노트 사서 후회중 정발산게 저런 귀찮은거 안 겪을려고인데가 이유라서 정발 산건 아님 개판인건 다들 아실테고 올 초에 어느지점 갔더니 낮술 하시고 검사도 하지않고 뜯어야된다고 걍 새로사라고 돌려보내더라 그래서 내가 하드웨어적인 충전단자 부분 용케 애쓰니까 고쳐지더라 ,스마트폰,2021.08.03. 14:36
정발 노트10프로 간단 소감,    전에 쓰던 폰은  입니다노텐프로 쓰다가  만져보니 터치반응속도와 주사율 만으로도 옛날폰 쓰는 것 같았습니다기본구성품인 케이스가 정말 마음에 듭니다 두께 촉감 등 최고에요 추가로 구입하고 싶을정도저는 웹서핑 너튜브 사진 위주이고 게임은 안합니다  업뎃 완료장점 주사율터치반응속도광각접사카메라동영상 지원자유로운 구글캠 설치대낮에도 잘보이는 액정스피커성능 굿 중저음도 잘들림단점 통화 중 근접센서 망    도 만만찮긴 해도 나름 요령이 있어 통화중 문제 생긴적은 없었는데 노트프로는 잘 되다가도 화면이 켜지고 한번 다른 창으로 전환되면 답이 없어요    통화할 때 불안합니다 더블터치 및 한번터치 스크롤 안대도 터치    뭐 저가형 패널이 적용되었으려니 합니다    그래도 닿지도 않았는데 터치되는 건 첫경험 어쩌다 그러는건 아니고 언제든 그렇기 때문에 액정에서 손끝을 이상 확실히 떼놓아야 해요 지문센서위치 불편 인식률    센서에 많이 닿는 중지는 등록 안하고 씁니다    인식률이 별로에요 이건 인식면적이 좁아서 그러려니 합니다 화소    만화소로 찍은 걸 같은 비율로 확대 했을 때와 비교해보면 결코 네버 네버 화소비율만큼의 해상도는 안나옵니다 용량만 많이 나와요 마치 천만화소쯤 되는 사진을 크기만 늘려 놓은듯이 말이죠 구글포토호환    랑 구글포토랑 맞지 않는 것 같아요 앱이 많이 버벅입니다 사진찍는 반응    그래도 스냅 보다 상위 스펙이라 많이 기대했는데 찍을 때 반응이 제 아내가 쓰는 포코에 비해 넘사벽이에요 셔터랙 수준이 이랑 비슷하거나 같습니다 진동 망    쓸때는 지잉 소리가 싫었어요 노텐프로는 우웅해서 좋은데 너무 약해서 주머니에 넣어 놓으면 모릅니다 심지어 조용한 사무실 책상위에 놓아도 위치에 따라 안들립니다 흰바탕 검정글씨 선명도 망    이제 한달정도 쓰니까 적응해서 안적을 뻔 했는데 이게 흰바탕에 검은 글씨는 윈도우 시절 클리어타입 보정을 하기 전 상태처럼 보여요 단 글씨가 조금이라도 회색인 경우는 선명합니다 폰트 크기 등 별에별 설정을 바꿔봐도 망사용한지 한달정도 되었어요 아무리 저가형이라도 과연 이 기기에 프로라는 단어를 붙일 수 있는지 의심스러워요 터치가 영 불편해서 질문글 올리려다가 짧은 사용 소감으로 대신합니다 ,스마트폰,2021.08.02. 18:53
샤오미 미10 라이트 계곡 침수 ㅠㅠ,  지난주 여름 휴가로 원주 계곡 캠핑장가서계곡에 빠지자 마자 건져서 자연건조 했는데처음엔 삑삑 소리나더니 역시샤오미핸드폰의 가장 큰 단점 ㅠㅠ방수문제자연건조해서 일 정도 놔뒀지만 역시 먹통이네요그래서 홍미노트 으로 바로 주문했어요여름에 물놀이 할때 다들 조심하시길방수팩도 가끔 세는게 있더라구요 걍물근처는 안가는게 좋을듯 합니다,스마트폰,2021.08.02. 11:41
어제 홍미노트10 PRO 그레이 도착요,  회사 보안문제로 년된 갤럭시 노트 를중고로 구입해서 년을 쓰다가 하루에 번은 재부팅되고 어플들이 중지가 계속되고 해서 매일같이 벽에 던지고 싶은결국 홍미노트 프로를 구입했네요 ㅎㅎ오후 시에 받아서 폰끼리 복사를 시도갤폰이 인식거부  ㅋㅋㅋ이거 저거 수동으로 셋팅하니밤 시가 ㅎㅎㅎㅎㅎㅎ일단 크기에 비해 가볍구요재부팅 번만에 잡히네요 알뜰폰입니다게임은 오딘을 돌려보니다중공격대 필드보스때명 이상 레이드때 렉은 그리 심하지 않고 약간 버벅일단아직까진 불만은 없네요간만에 샤오미폰을 써보니 적응이 ㅎㅎ,스마트폰,2021.08.02. 02:01
홍미노트9s EU펌 12.0.4.0 간략후기...,   번부팅하는 증상은 좀 완화되었습니다  팝업화면 재생시 배경화면이나 앱이 끊겼던 점이 개선되었습니다 여전히 전화오면 화면이 안켜집니다 도대체 전화기가 전화가 오면 화면이 켜지면서 누구한테 전화왔는지 보여주는건 기본중의 기본아닌가요 아무튼 화면 안켜집니다 나머지 알림등은 문제 없습니다다른걸 떠나서 번은 큰 문제라고 생각됩니다전화기가 전화가 오면 화면이 안켜지는게 말이 되는건지,스마트폰,2021.07.31. 11:35
쿠팡발 노트10프로 2일차,  안녕하세요삼성 노트 시리즈만  계속 쓰다처음 외도한 상대가  홍미입니다일단 기존폰이  노트 이었구요제 주용도가 전화 사진 카톡 입니다처음 받아보니깡통이더군요암것도 없음삼성에 길들여진  저로썬  ㅠㅜ대 아저씨라회원님들 처럼 맵 버전 바꾸는건일직이 포기구요일단 안드로이드 전화너무 불편해서전화 셋팅녹음어플이 필요해서 녹음어플   셋팅키보드가 천지인의 노예인지라네이버 키보드 셋팅인터넷 브라우저도삼성인터넷 셋팅이렇게 가지 하니 기존 삼성폰이랑 차이를 못느끼게습니다네이버 키보드 자판이 작아서 오타가 더 있는정도 ㅋㅋ일차 사용기라면노트에 비해 느리지 않고배터리 오래 가고충전 빠르고 일단 전화도 잘되고차량에 블루투스도 인식 잘합니다단점 화면이 노트에 비해 확실히 구립니다건 건필요잆습니다머 가격과 포지션  차이니 어쩔수 없갰지요통화 연결음   뚜뚜급 당황입니다이건 당해보면 압니다연결음  바꿔보고싶네요쿠팡에서는지들이 직수판매라고 하는대뻥입니다그냥 유통사입니다샤오미 홈피에 나와있어요 도 물론 샤오미구요게임 일절 안하니저는 아직까진 딱인듯합니다,스마트폰,2021.07.28. 16:48
미10 라이트 성능 괜찮네요???,  제가 주사용폰으로 플러스 사용 하고 있는데제 첫 중국폰 첫 샤오미폰 미 라이트 플러스에 크게 뒤쳐지지는 않는 성능이네요 샤오미 주사용폰으로 써도 될정도 입니다 ㄷㄷ 놀랍네요 ,스마트폰,2021.07.28. 16:31
미10 라이트 왔어요~~^^,  미 라이트 꽤 괜찮네요 이제 막써봐야 겠어요 ,스마트폰,2021.07.28. 15:15
미11i 간단 후기,  어제 수령했습니다알리에서 구매했구요배송은 주정도 걸린것같습니다통신사는  사용중이구요 잘됩니다는 아직 등록안했는데 잘되더군요긴급재난문자도 잘옵니다확실히  신세계입니다미랑 채감이 어마어마 하네용차이도 있겠지만 엄청 부드럽습니다지문인식도 빠르구용,스마트폰,2021.07.28. 10:49
